Circuit delay: 1919.98 ps

Gate slacks:
INP-n501: 1193.87 ps
NAND-n502: 1122.06 ps
INP-n503: 1193.87 ps
NAND-n504: 1122.06 ps
INP-n505: 1218.33 ps
NAND-n506: 1079.78 ps
INP-n507: 1236.73 ps
NAND-n508: 1122.06 ps
INP-n509: 1261.19 ps
NAND-n510: 905.68 ps
INP-n511: 1279.60 ps
NAND-n512: 638.05 ps
INP-n513: 1304.05 ps
NAND-n514: 611.42 ps
INP-n515: 1322.46 ps
NAND-n516: 638.05 ps
INP-n517: 1346.92 ps
NAND-n518: 627.20 ps
INP-n519: 1365.32 ps
NAND-n520: 600.20 ps
INP-n521: 1389.78 ps
NAND-n522: 621.68 ps
INP-n523: 1408.19 ps
NAND-n524: 576.01 ps
INP-n525: 1432.65 ps
NAND-n526: 548.25 ps
INP-n527: 1451.05 ps
NAND-n528: 507.03 ps
INP-n529: 1475.51 ps
NAND-n530: 489.64 ps
INP-n531: 1493.91 ps
NAND-n532: 472.47 ps
INP-n533: 1518.37 ps
NAND-n534: 479.95 ps
INP-n535: 1536.78 ps
NAND-n536: 512.08 ps
INP-n537: 1561.24 ps
NAND-n538: 433.50 ps
INP-n539: 1579.64 ps
NAND-n540: 416.33 ps
INP-n541: 1604.10 ps
NAND-n542: 484.99 ps
INP-n543: 1622.50 ps
NAND-n544: 479.10 ps
INP-n545: 1646.96 ps
NAND-n546: 439.41 ps
INP-n547: 1665.37 ps
NAND-n548: 399.72 ps
INP-n549: 1689.83 ps
NAND-n550: 360.03 ps
INP-n551: 1708.23 ps
NAND-n552: 320.33 ps
INP-n553: 1755.59 ps
AND-n554: 276.46 ps
INP-n555: 1823.08 ps
AND-n556: 219.28 ps
INP-n557: 1789.27 ps
AND-n558: 192.00 ps
INP-n559: 1298.53 ps
NAND-n560: 951.66 ps
INP-n561: 1118.60 ps
NAND-n562: 951.66 ps
INP-n563: 1118.60 ps
NAND-n564: 951.66 ps
INP-n565: 1118.60 ps
NAND-n566: 951.66 ps
INP-n567: 1130.90 ps
NAND-n568: 951.66 ps
INP-n569: 1130.90 ps
NAND-n570: 951.66 ps
INP-n571: 1173.76 ps
NAND-n572: 989.44 ps
INP-n573: 1173.76 ps
NAND-n574: 951.58 ps
INP-n575: 1216.63 ps
NAND-n576: 699.91 ps
INP-n577: 1216.63 ps
NAND-n578: 699.59 ps
INP-n579: 1259.49 ps
NAND-n580: 699.91 ps
INP-n581: 1259.49 ps
NAND-n582: 689.05 ps
INP-n583: 1302.35 ps
NAND-n584: 662.05 ps
INP-n585: 1302.35 ps
NAND-n586: 622.36 ps
INP-n587: 1345.22 ps
NAND-n588: 576.69 ps
INP-n589: 1345.22 ps
NAND-n590: 548.92 ps
INP-n591: 1388.08 ps
NAND-n592: 568.89 ps
INP-n593: 1388.08 ps
NAND-n594: 490.31 ps
INP-n595: 1430.94 ps
NAND-n596: 473.15 ps
INP-n597: 1430.94 ps
NAND-n598: 541.81 ps
INP-n599: 1473.81 ps
NAND-n600: 512.75 ps
INP-n601: 1473.81 ps
NAND-n602: 434.17 ps
INP-n603: 1516.67 ps
NAND-n604: 417.01 ps
INP-n605: 1516.67 ps
NAND-n606: 485.67 ps
INP-n607: 1559.53 ps
NAND-n608: 479.78 ps
INP-n609: 1559.53 ps
NAND-n610: 440.09 ps
INP-n611: 1602.40 ps
NAND-n612: 400.40 ps
INP-n613: 1602.40 ps
NAND-n614: 360.71 ps
INP-n615: 1645.26 ps
NAND-n616: 321.01 ps
INP-n617: 1645.26 ps
AND-n618: 276.46 ps
INP-n619: 1712.75 ps
AND-n620: 219.28 ps
INP-n621: 1733.12 ps
AND-n622: 192.00 ps
INP-n623: 2064.78 ps
NAND-n624: 902.35 ps
INP-n625: 2064.78 ps
NAND-n626: 902.35 ps
INP-n627: 2064.78 ps
NAND-n628: 902.35 ps
INP-n629: 2064.78 ps
NAND-n630: 902.35 ps
INP-n631: 2064.78 ps
NAND-n632: 902.35 ps
INP-n633: 2064.78 ps
NAND-n634: 902.35 ps
INP-n635: 2064.78 ps
NAND-n636: 902.35 ps
INP-n637: 2064.78 ps
NAND-n638: 902.35 ps
INP-n639: 2064.78 ps
NAND-n640: 902.35 ps
INP-n641: 2064.78 ps
NAND-n642: 902.35 ps
INP-n643: 2064.78 ps
NAND-n644: 902.35 ps
INP-n645: 2064.78 ps
NAND-n646: 902.35 ps
INP-n647: 2064.78 ps
NAND-n648: 902.35 ps
INP-n649: 2064.78 ps
NAND-n650: 902.35 ps
INP-n651: 2064.78 ps
NAND-n652: 902.35 ps
INP-n653: 2064.78 ps
NAND-n654: 902.35 ps
INP-n655: 2040.55 ps
NAND-n656: 902.35 ps
INP-n657: 2040.55 ps
NAND-n658: 902.35 ps
INP-n659: 2040.55 ps
NAND-n660: 902.35 ps
INP-n661: 2040.55 ps
NAND-n662: 902.35 ps
INP-n663: 2040.55 ps
NAND-n664: 902.35 ps
INP-n665: 2040.55 ps
NAND-n666: 902.35 ps
INP-n667: 2040.55 ps
NAND-n668: 902.35 ps
INP-n669: 2040.55 ps
NAND-n670: 902.35 ps
INP-n671: 2040.55 ps
NAND-n672: 902.35 ps
INP-n673: 2040.55 ps
NAND-n674: 902.35 ps
INP-n675: 2040.55 ps
NAND-n676: 902.35 ps
INP-n677: 2040.55 ps
NAND-n678: 902.35 ps
INP-n679: 2040.55 ps
NAND-n680: 902.35 ps
INP-n681: 2040.55 ps
NAND-n682: 902.35 ps
INP-n683: 2040.55 ps
NAND-n684: 902.35 ps
NAND-n685: 1034.43 ps
NAND-n686: 1034.43 ps
NAND-n687: 1034.43 ps
NAND-n688: 1034.43 ps
NAND-n689: 1034.43 ps
NAND-n690: 1034.43 ps
NAND-n691: 1034.43 ps
NAND-n692: 1034.43 ps
NAND-n693: 1034.43 ps
NAND-n694: 1034.43 ps
NAND-n695: 1034.43 ps
NAND-n696: 1034.43 ps
NAND-n697: 1034.43 ps
NAND-n698: 1034.43 ps
NAND-n699: 1034.43 ps
NAND-n700: 1034.43 ps
NAND-n701: 1005.32 ps
NAND-n702: 1005.32 ps
NAND-n703: 1005.32 ps
NAND-n704: 1005.32 ps
NAND-n705: 1005.32 ps
NAND-n706: 1005.32 ps
NAND-n707: 1005.32 ps
NAND-n708: 1005.32 ps
NAND-n709: 1005.32 ps
NAND-n710: 1005.32 ps
NAND-n711: 1005.32 ps
NAND-n712: 1005.32 ps
NAND-n713: 1005.32 ps
NAND-n714: 1005.32 ps
NAND-n715: 1005.32 ps
AND-n716: 1061.76 ps
INP-n717: 1369.82 ps
NAND-n718: 758.06 ps
INP-n719: 1369.82 ps
NAND-n720: 758.06 ps
INP-n721: 1369.82 ps
NAND-n722: 758.06 ps
INP-n723: 1382.12 ps
NAND-n724: 758.06 ps
INP-n725: 1382.12 ps
NAND-n726: 758.06 ps
INP-n727: 1424.98 ps
NAND-n728: 758.06 ps
INP-n729: 1424.98 ps
NAND-n730: 758.06 ps
INP-n731: 1467.84 ps
NAND-n732: 758.06 ps
INP-n733: 1467.84 ps
NAND-n734: 758.06 ps
INP-n735: 1510.70 ps
NAND-n736: 758.06 ps
INP-n737: 1510.70 ps
NAND-n738: 758.06 ps
INP-n739: 1553.57 ps
NAND-n740: 758.06 ps
INP-n741: 1553.57 ps
NAND-n742: 758.06 ps
INP-n743: 1596.43 ps
NAND-n744: 758.06 ps
INP-n745: 1596.43 ps
NAND-n746: 758.06 ps
INP-n747: 1639.30 ps
NAND-n748: 758.06 ps
INP-n749: 1639.30 ps
NAND-n750: 758.06 ps
INP-n751: 1682.16 ps
NAND-n752: 758.06 ps
INP-n753: 1682.16 ps
NAND-n754: 758.06 ps
INP-n755: 1725.02 ps
NAND-n756: 758.06 ps
INP-n757: 1725.02 ps
NAND-n758: 758.06 ps
INP-n759: 1767.89 ps
NAND-n760: 758.06 ps
INP-n761: 1767.89 ps
NAND-n762: 758.06 ps
INP-n763: 1810.75 ps
NAND-n764: 731.30 ps
INP-n765: 1810.75 ps
NAND-n766: 731.30 ps
INP-n767: 1853.61 ps
NAND-n768: 735.86 ps
INP-n769: 1853.61 ps
NAND-n770: 735.86 ps
INP-n771: 1896.48 ps
NAND-n772: 735.86 ps
INP-n773: 1896.48 ps
NAND-n774: 743.45 ps
INP-n775: 1963.97 ps
NAND-n776: 743.45 ps
INP-n777: 1990.06 ps
NAND-n778: 743.45 ps
INP-n779: 2026.54 ps
NAND-n780: 779.66 ps
INP-n781: 1271.00 ps
NAND-n782: 960.69 ps
INP-n783: 1271.00 ps
NAND-n784: 960.69 ps
INP-n785: 1271.00 ps
NAND-n786: 960.69 ps
INP-n787: 1302.70 ps
NAND-n788: 960.69 ps
INP-n789: 1314.27 ps
NAND-n790: 960.69 ps
INP-n791: 1348.83 ps
NAND-n792: 960.69 ps
INP-n793: 1360.39 ps
NAND-n794: 960.69 ps
INP-n795: 1394.96 ps
NAND-n796: 960.69 ps
INP-n797: 1406.52 ps
NAND-n798: 960.69 ps
INP-n799: 1441.09 ps
NAND-n800: 960.69 ps
INP-n801: 1452.65 ps
NAND-n802: 960.69 ps
INP-n803: 1487.22 ps
NAND-n804: 960.69 ps
INP-n805: 1498.78 ps
NAND-n806: 960.69 ps
INP-n807: 1533.35 ps
NAND-n808: 960.69 ps
INP-n809: 1544.91 ps
NAND-n810: 960.69 ps
INP-n811: 1579.48 ps
NAND-n812: 960.69 ps
INP-n813: 1591.05 ps
NAND-n814: 960.69 ps
INP-n815: 1625.61 ps
NAND-n816: 960.69 ps
INP-n817: 1637.18 ps
NAND-n818: 960.69 ps
INP-n819: 1671.74 ps
NAND-n820: 960.69 ps
INP-n821: 1683.31 ps
NAND-n822: 960.69 ps
INP-n823: 1717.87 ps
NAND-n824: 960.69 ps
INP-n825: 1729.44 ps
NAND-n826: 960.69 ps
INP-n827: 1764.00 ps
NAND-n828: 960.69 ps
INP-n829: 1775.57 ps
NAND-n830: 960.69 ps
INP-n831: 1810.13 ps
NAND-n832: 960.69 ps
INP-n833: 1821.70 ps
NAND-n834: 960.69 ps
INP-n835: 1856.26 ps
NAND-n836: 960.69 ps
INP-n837: 1867.83 ps
NAND-n838: 960.69 ps
INP-n839: 1902.64 ps
NAND-n840: 960.69 ps
INP-n841: 1937.03 ps
NAND-n842: 960.69 ps
INP-n843: 1805.47 ps
NAND-n844: 960.69 ps
INP-n845: 1969.46 ps
NAND-n846: 800.70 ps
INP-n847: 1375.82 ps
NAND-n848: 800.70 ps
INP-n849: 1375.82 ps
NAND-n850: 800.70 ps
INP-n851: 1375.82 ps
NAND-n852: 800.70 ps
INP-n853: 1388.12 ps
NAND-n854: 767.34 ps
INP-n855: 1388.12 ps
NAND-n856: 767.34 ps
INP-n857: 1430.98 ps
NAND-n858: 800.70 ps
INP-n859: 1430.98 ps
NAND-n860: 800.70 ps
INP-n861: 1473.85 ps
NAND-n862: 800.70 ps
INP-n863: 1473.85 ps
NAND-n864: 800.70 ps
INP-n865: 1516.71 ps
NAND-n866: 800.70 ps
INP-n867: 1516.71 ps
NAND-n868: 800.70 ps
INP-n869: 1559.57 ps
NAND-n870: 800.70 ps
INP-n871: 1559.57 ps
NAND-n872: 800.70 ps
INP-n873: 1602.44 ps
NAND-n874: 800.70 ps
INP-n875: 1602.44 ps
NAND-n876: 800.70 ps
INP-n877: 1645.30 ps
NAND-n878: 800.70 ps
INP-n879: 1645.30 ps
NAND-n880: 800.70 ps
INP-n881: 1688.16 ps
NAND-n882: 800.70 ps
INP-n883: 1688.16 ps
NAND-n884: 800.70 ps
INP-n885: 1731.03 ps
NAND-n886: 800.70 ps
INP-n887: 1731.03 ps
NAND-n888: 800.70 ps
INP-n889: 1773.89 ps
NAND-n890: 800.70 ps
INP-n891: 1773.89 ps
NAND-n892: 800.70 ps
INP-n893: 1816.75 ps
NAND-n894: 800.70 ps
INP-n895: 1816.75 ps
NAND-n896: 800.70 ps
INP-n897: 1859.62 ps
NAND-n898: 800.70 ps
INP-n899: 1859.62 ps
NAND-n900: 800.70 ps
INP-n901: 1902.48 ps
NAND-n902: 787.57 ps
INP-n903: 1902.48 ps
NAND-n904: 800.70 ps
INP-n905: 1935.70 ps
NAND-n906: 787.57 ps
INP-n907: 1935.69 ps
NAND-n908: 803.17 ps
INP-n909: 2069.31 ps
NAND-n910: 1863.99 ps
INP-n911: 2069.31 ps
NAND-n912: 1870.28 ps
INP-n913: 2069.31 ps
NAND-n914: 1863.99 ps
INP-n915: 2069.31 ps
NAND-n916: 1870.28 ps
NAND-n917: 1760.55 ps
INP-n918: 1844.93 ps
NAND-n919: 1418.86 ps
INP-n920: 1849.74 ps
NAND-n921: 1156.89 ps
INP-n922: 1574.41 ps
NAND-n923: 1841.47 ps
INP-n924: 1978.23 ps
