Circuit delay: 839.32 ps

Gate slacks:
INP-n189: 452.16 ps
INP-n190: 456.00 ps
INP-n191: 459.84 ps
INP-n192: 463.86 ps
INP-n193: 438.72 ps
INP-n194: 442.87 ps
INP-n195: 446.73 ps
INP-n196: 450.59 ps
INP-n197: 549.00 ps
INP-n198: 455.39 ps
INP-n199: 776.38 ps
INP-n200: 464.31 ps
INP-n201: 468.14 ps
INP-n202: 471.98 ps
INP-n203: 475.97 ps
INP-n204: 438.99 ps
INP-n205: 442.60 ps
INP-n206: 446.46 ps
INP-n207: 450.32 ps
INP-n208: 549.00 ps
INP-n209: 197.62 ps
INP-n210: 776.38 ps
INP-n211: 610.44 ps
INP-n212: 610.44 ps
INP-n213: 422.24 ps
INP-n214: 193.39 ps
INP-n215: 177.63 ps
INP-n216: 186.13 ps
INP-n217: 225.34 ps
INP-n218: 776.38 ps
INP-n219: 361.37 ps
INP-n220: 319.73 ps
INP-n221: 284.19 ps
INP-n222: 310.39 ps
INP-n223: 331.25 ps
INP-n224: 221.17 ps
INP-n225: 205.41 ps
INP-n226: 213.91 ps
INP-n227: 549.00 ps
INP-n228: 776.38 ps
INP-n229: 197.74 ps
INP-n230: 776.38 ps
INP-n231: 361.14 ps
INP-n232: 319.73 ps
INP-n233: 284.19 ps
INP-n234: 310.39 ps
INP-n235: 331.35 ps
INP-n236: 221.17 ps
INP-n237: 205.41 ps
INP-n238: 213.92 ps
INP-n239: 549.00 ps
INP-n240: 776.38 ps
OR-n241: 447.37 ps
AND-n242: 421.75 ps
AND-n243: 398.27 ps
AND-n244: 364.90 ps
AND-n245: 407.34 ps
OR-n246: 364.90 ps
AND-n247: 325.18 ps
AND-n248: 334.29 ps
OR-n249: 325.18 ps
AND-n250: 350.77 ps
AND-n251: 359.88 ps
OR-n252: 350.77 ps
AND-n254: 445.40 ps
AND-n255: 418.23 ps
AND-n256: 384.77 ps
AND-n257: 431.82 ps
OR-n258: 384.77 ps
AND-n260: 445.40 ps
AND-n261: 418.23 ps
AND-n262: 384.77 ps
AND-n263: 431.82 ps
OR-n264: 384.77 ps
OR-n265: 418.47 ps
AND-n266: 392.85 ps
AND-n267: 369.37 ps
AND-n268: 336.00 ps
AND-n269: 390.88 ps
OR-n270: 336.00 ps
AND-n271: 259.78 ps
AND-n272: 275.89 ps
OR-n273: 259.78 ps
AND-n274: 269.21 ps
AND-n275: 278.32 ps
OR-n276: 269.21 ps
AND-n278: 838.44 ps
NOT-n279: 901.41 ps
AND-n280: 837.66 ps
NOT-n281: 837.66 ps
NAND-n284: 882.85 ps
NOT-n286: 873.74 ps
NAND-n289: 882.85 ps
NAND-n292: 865.78 ps
NAND-n293: 354.65 ps
NAND-n294: 365.83 ps
NAND-n295: 354.65 ps
AND-n296: 290.02 ps
AND-n297: 309.49 ps
OR-n298: 290.02 ps
AND-n299: 290.02 ps
AND-n300: 309.49 ps
OR-n301: 290.02 ps
AND-n302: 290.02 ps
AND-n303: 309.49 ps
OR-n304: 290.02 ps
AND-n305: 290.02 ps
AND-n306: 309.49 ps
OR-n307: 290.02 ps
NAND-n308: 259.14 ps
NAND-n309: 270.34 ps
NAND-n310: 259.14 ps
NAND-n311: 259.14 ps
NAND-n312: 270.34 ps
NAND-n313: 259.14 ps
NAND-n314: 326.71 ps
NAND-n315: 337.88 ps
NAND-n316: 326.71 ps
NAND-n317: 326.71 ps
NAND-n318: 337.88 ps
NAND-n319: 326.71 ps
NAND-n320: 111.95 ps
NOT-n321: 111.95 ps
NAND-n322: 319.29 ps
NAND-n323: 330.47 ps
NAND-n324: 319.29 ps
NAND-n325: 217.05 ps
NAND-n326: 228.25 ps
NAND-n327: 217.05 ps
NAND-n328: 217.05 ps
NAND-n329: 228.25 ps
NAND-n330: 217.05 ps
NAND-n331: 290.02 ps
NAND-n332: 301.20 ps
NAND-n333: 290.02 ps
NAND-n334: 290.02 ps
NAND-n335: 301.20 ps
NAND-n336: 290.02 ps
NAND-n337: 106.81 ps
NOT-n338: 106.81 ps
INP-n339: 923.26 ps
NOT-n341: 873.74 ps
NAND-n342: 344.30 ps
NAND-n343: 355.47 ps
NAND-n344: 344.30 ps
AND-n345: 279.67 ps
AND-n346: 299.14 ps
OR-n347: 279.67 ps
AND-n348: 279.67 ps
AND-n349: 299.14 ps
OR-n350: 279.67 ps
AND-n351: 279.67 ps
AND-n352: 299.14 ps
OR-n353: 279.67 ps
AND-n354: 279.67 ps
AND-n355: 299.14 ps
OR-n356: 279.67 ps
NAND-n357: 248.79 ps
NAND-n358: 259.99 ps
NAND-n359: 248.79 ps
NAND-n360: 248.79 ps
NAND-n361: 259.99 ps
NAND-n362: 248.79 ps
NAND-n363: 316.36 ps
NAND-n364: 327.53 ps
NAND-n365: 316.36 ps
NAND-n366: 316.36 ps
NAND-n367: 327.53 ps
NAND-n368: 316.36 ps
NAND-n369: 91.60 ps
NOT-n370: 91.60 ps
NAND-n371: 572.68 ps
NAND-n372: 561.51 ps
NAND-n373: 561.51 ps
AND-n374: 422.64 ps
AND-n375: 445.37 ps
OR-n376: 422.64 ps
AND-n377: 422.64 ps
AND-n378: 445.37 ps
OR-n379: 422.64 ps
AND-n380: 422.64 ps
AND-n381: 445.37 ps
OR-n382: 422.64 ps
AND-n383: 422.64 ps
AND-n384: 445.37 ps
OR-n385: 422.64 ps
NAND-n386: 465.55 ps
NAND-n387: 476.74 ps
NAND-n388: 465.55 ps
NAND-n389: 465.55 ps
NAND-n390: 476.74 ps
NAND-n391: 465.55 ps
NAND-n392: 533.55 ps
NAND-n393: 544.73 ps
NAND-n394: 533.55 ps
NAND-n395: 533.55 ps
NAND-n396: 544.73 ps
NAND-n397: 533.55 ps
NAND-n398: 83.93 ps
NOT-n399: 83.93 ps
NOT-n400: 888.62 ps
NOT-n401: 888.62 ps
NAND-n402: 888.62 ps
NOT-n404: 831.67 ps
NOT-n406: 831.67 ps
NOT-n408: 831.67 ps
NOT-n410: 831.67 ps
NOT-n412: 444.22 ps
NOT-n414: 450.56 ps
NOT-n416: 456.92 ps
AND-n417: 388.93 ps
NOT-n418: 388.93 ps
BUFF-n419: 237.76 ps
BUFF-n422: 237.76 ps
BUFF-n432: 869.48 ps
BUFF-n436: 891.46 ps
BUFF-n438: 891.46 ps
BUFF-n440: 891.46 ps
BUFF-n442: 891.46 ps
BUFF-n444: 891.46 ps
BUFF-n446: 867.04 ps
BUFF-n448: 891.46 ps
BUFF-n450: 891.46 ps
BUFF-n453: 847.64 ps
BUFF-n469: 237.76 ps
BUFF-n471: 237.76 ps
BUFF-n478: 891.46 ps
BUFF-n480: 891.46 ps
BUFF-n482: 891.46 ps
BUFF-n484: 891.46 ps
BUFF-n486: 891.46 ps
BUFF-n488: 891.46 ps
BUFF-n490: 891.46 ps
BUFF-n492: 891.46 ps
BUFF-n494: 891.46 ps
BUFF-n496: 891.46 ps
BUFF-n522: 891.46 ps
BUFF-n524: 891.46 ps
BUFF-n526: 891.46 ps
BUFF-n528: 891.46 ps
BUFF-n530: 891.46 ps
BUFF-n532: 891.46 ps
BUFF-n534: 891.46 ps
BUFF-n536: 891.46 ps
BUFF-n538: 891.46 ps
BUFF-n540: 891.46 ps
BUFF-n542: 891.46 ps
BUFF-n544: 891.46 ps
BUFF-n546: 891.46 ps
BUFF-n548: 891.46 ps
BUFF-n550: 891.46 ps
BUFF-n552: 891.46 ps
BUFF-n554: 891.46 ps
BUFF-n556: 891.46 ps
BUFF-n558: 891.46 ps
BUFF-n560: 891.46 ps
BUFF-n572: 838.44 ps
BUFF-n573: 838.44 ps
NOT-n574: 882.85 ps
NOT-n575: 856.99 ps
OR-n577: 439.54 ps
AND-n579: 439.54 ps
BUFF-n581: 479.32 ps
BUFF-n587: 410.74 ps
NOT-n594: 414.49 ps
BUFF-n601: 485.48 ps
BUFF-n606: 416.96 ps
NOT-n611: 427.53 ps
AND-n615: 439.54 ps
OR-n616: 429.53 ps
AND-n617: 425.82 ps
OR-n618: 425.82 ps
AND-n619: 425.82 ps
OR-n620: 425.82 ps
AND-n621: 410.74 ps
OR-n622: 410.74 ps
AND-n623: 416.96 ps
OR-n624: 416.96 ps
AND-n625: 545.84 ps
OR-n626: 545.84 ps
AND-n627: 545.84 ps
OR-n628: 545.84 ps
AND-n629: 429.53 ps
AND-n633: 425.82 ps
AND-n637: 425.82 ps
AND-n641: 410.74 ps
AND-n645: 416.96 ps
BUFF-n650: 423.82 ps
BUFF-n657: 355.33 ps
NOT-n664: 359.10 ps
BUFF-n671: 254.19 ps
BUFF-n678: 185.68 ps
NOT-n685: 189.45 ps
AND-n691: 358.84 ps
OR-n692: 358.84 ps
AND-n693: 367.03 ps
OR-n694: 367.03 ps
AND-n695: 363.03 ps
OR-n696: 363.03 ps
AND-n697: 359.18 ps
OR-n698: 359.18 ps
AND-n699: 355.33 ps
OR-n700: 355.33 ps
AND-n701: 255.34 ps
OR-n702: 255.34 ps
AND-n703: 211.87 ps
OR-n704: 211.87 ps
AND-n705: 185.68 ps
OR-n706: 185.68 ps
AND-n707: 221.23 ps
OR-n708: 221.23 ps
AND-n709: 262.87 ps
OR-n710: 262.87 ps
AND-n711: 358.84 ps
AND-n715: 367.03 ps
AND-n719: 363.03 ps
AND-n723: 359.18 ps
AND-n727: 355.33 ps
AND-n731: 255.34 ps
AND-n737: 211.87 ps
AND-n745: 185.68 ps
AND-n751: 221.23 ps
AND-n757: 262.87 ps
NAND-n763: 394.34 ps
NAND-n764: 383.16 ps
NAND-n765: 383.16 ps
AND-n777: 456.49 ps
AND-n784: 420.38 ps
NAND-n790: 368.81 ps
NAND-n791: 357.64 ps
NAND-n792: 357.64 ps
AND-n802: 477.77 ps
NAND-n803: 133.76 ps
NAND-n804: 122.58 ps
NAND-n805: 122.58 ps
AND-n821: 259.21 ps
NAND-n825: 117.99 ps
NAND-n826: 106.81 ps
NAND-n827: 106.81 ps
AND-n845: 191.98 ps
NAND-n851: 126.49 ps
NAND-n852: 115.32 ps
NAND-n853: 115.32 ps
AND-n868: 167.78 ps
AND-n877: 159.01 ps
NAND-n885: 410.44 ps
NAND-n886: 420.02 ps
NAND-n887: 410.44 ps
NAND-n893: 137.98 ps
NAND-n894: 126.80 ps
NAND-n895: 126.80 ps
AND-n902: 582.04 ps
NOT-n906: 665.65 ps
AND-n907: 643.81 ps
OR-n908: 643.81 ps
NOT-n912: 647.26 ps
AND-n913: 453.00 ps
AND-n914: 453.00 ps
AND-n915: 439.29 ps
AND-n916: 383.16 ps
OR-n917: 383.16 ps
AND-n920: 370.27 ps
NOT-n924: 370.27 ps
AND-n925: 395.85 ps
AND-n926: 372.25 ps
AND-n927: 323.79 ps
AND-n928: 323.79 ps
OR-n929: 323.79 ps
NOT-n933: 323.79 ps
AND-n937: 202.28 ps
AND-n938: 196.49 ps
AND-n939: 153.82 ps
AND-n940: 153.82 ps
AND-n941: 168.35 ps
AND-n942: 162.55 ps
AND-n943: 115.63 ps
AND-n944: 106.81 ps
AND-n945: 106.81 ps
AND-n946: 106.81 ps
AND-n947: 112.94 ps
AND-n948: 112.94 ps
AND-n949: 165.02 ps
OR-n950: 165.02 ps
AND-n953: 408.41 ps
NAND-n955: 269.21 ps
AND-n956: 191.74 ps
NAND-n957: 647.26 ps
AND-n958: 269.21 ps
NOT-n961: 269.21 ps
AND-n962: 323.79 ps
NOT-n965: 323.79 ps
NAND-n967: 383.16 ps
NAND-n971: 393.37 ps
BUFF-n975: 189.83 ps
NOT-n980: 189.83 ps
NAND-n984: 106.81 ps
NAND-n985: 118.04 ps
NAND-n986: 106.81 ps
NAND-n987: 112.94 ps
NAND-n988: 124.14 ps
NAND-n989: 112.94 ps
NOT-n990: 112.94 ps
AND-n991: 189.83 ps
AND-n992: 189.83 ps
AND-n993: 205.94 ps
AND-n994: 205.94 ps
AND-n995: 112.94 ps
AND-n996: 106.81 ps
AND-n997: 404.07 ps
AND-n1002: 418.47 ps
NAND-n1003: 117.99 ps
NAND-n1004: 106.81 ps
NAND-n1005: 608.16 ps
NAND-n1006: 596.99 ps
NAND-n1007: 596.99 ps
AND-n1014: 687.22 ps
NAND-n1017: 588.24 ps
NAND-n1018: 597.82 ps
NAND-n1019: 588.24 ps
NOT-n1023: 700.31 ps
NAND-n1024: 462.62 ps
NAND-n1025: 451.45 ps
NAND-n1026: 451.45 ps
AND-n1035: 567.27 ps
NAND-n1036: 445.95 ps
NAND-n1037: 434.78 ps
NAND-n1038: 434.78 ps
AND-n1050: 530.34 ps
NAND-n1053: 442.50 ps
NAND-n1054: 431.32 ps
NAND-n1055: 431.32 ps
AND-n1068: 526.85 ps
NAND-n1072: 445.95 ps
NAND-n1073: 434.78 ps
NAND-n1074: 434.78 ps
AND-n1086: 488.33 ps
NAND-n1091: 457.70 ps
NAND-n1092: 446.53 ps
NAND-n1093: 446.53 ps
AND-n1102: 478.68 ps
AND-n1108: 588.24 ps
NOT-n1112: 671.68 ps
AND-n1115: 730.42 ps
AND-n1116: 658.56 ps
OR-n1117: 658.56 ps
NOT-n1121: 662.01 ps
AND-n1122: 438.12 ps
AND-n1125: 488.46 ps
AND-n1126: 473.51 ps
AND-n1127: 431.32 ps
AND-n1128: 431.32 ps
OR-n1129: 431.32 ps
AND-n1132: 542.29 ps
AND-n1133: 539.39 ps
AND-n1134: 500.16 ps
AND-n1136: 217.05 ps
AND-n1137: 539.39 ps
AND-n1138: 539.39 ps
AND-n1140: 217.05 ps
AND-n1141: 573.88 ps
AND-n1143: 290.02 ps
AND-n1145: 290.02 ps
AND-n1146: 438.12 ps
AND-n1151: 447.37 ps
NAND-n1152: 654.71 ps
NAND-n1153: 643.54 ps
NAND-n1154: 643.54 ps
NOT-n1155: 643.54 ps
NAND-n1156: 666.41 ps
NAND-n1157: 655.21 ps
NAND-n1158: 655.21 ps
AND-n1160: 237.76 ps
OR-n1161: 237.76 ps
NOT-n1166: 237.76 ps
AND-n1170: 237.76 ps
AND-n1171: 253.87 ps
OR-n1172: 237.76 ps
AND-n1173: 237.76 ps
AND-n1174: 253.87 ps
OR-n1175: 237.76 ps
NAND-n1176: 662.01 ps
NOT-n1178: 394.87 ps
AND-n1184: 837.66 ps
NOT-n1186: 360.75 ps
NOT-n1192: 402.39 ps
INP-n1197: 899.63 ps
BUFF-n1198: 383.16 ps
BUFF-n1205: 873.74 ps
NAND-n1206: 423.82 ps
NAND-n1207: 175.41 ps
BUFF-n1210: 610.60 ps
NAND-n1215: 413.66 ps
NAND-n1216: 424.83 ps
NAND-n1217: 413.66 ps
NOT-n1221: 413.66 ps
NAND-n1224: 419.23 ps
NAND-n1225: 419.23 ps
NAND-n1226: 419.23 ps
NOT-n1230: 419.23 ps
NAND-n1233: 410.36 ps
NAND-n1234: 404.14 ps
NAND-n1235: 404.14 ps
NAND-n1238: 429.53 ps
NAND-n1239: 439.54 ps
NAND-n1240: 429.53 ps
NOT-n1244: 429.53 ps
NAND-n1247: 425.82 ps
NAND-n1248: 425.82 ps
NAND-n1249: 425.82 ps
NOT-n1253: 425.82 ps
NAND-n1256: 416.96 ps
NAND-n1257: 410.74 ps
NAND-n1258: 410.74 ps
NAND-n1261: 418.74 ps
NAND-n1262: 429.91 ps
NAND-n1263: 418.74 ps
NOT-n1267: 418.74 ps
NAND-n1270: 424.37 ps
NAND-n1271: 424.37 ps
NAND-n1272: 424.37 ps
NOT-n1276: 424.37 ps
NAND-n1279: 404.23 ps
NAND-n1280: 409.28 ps
NAND-n1281: 404.23 ps
BUFF-n1284: 404.14 ps
NOT-n1287: 404.14 ps
BUFF-n1288: 404.14 ps
NOT-n1291: 404.14 ps
BUFF-n1292: 410.74 ps
NOT-n1295: 410.74 ps
BUFF-n1296: 410.74 ps
NOT-n1299: 410.74 ps
BUFF-n1300: 404.23 ps
NOT-n1303: 404.23 ps
BUFF-n1304: 404.23 ps
NOT-n1307: 404.23 ps
AND-n1308: 404.14 ps
AND-n1309: 413.13 ps
NOR-n1310: 404.14 ps
AND-n1311: 404.14 ps
AND-n1312: 413.13 ps
NOR-n1313: 404.14 ps
AND-n1314: 410.74 ps
AND-n1315: 419.72 ps
NOR-n1316: 410.74 ps
AND-n1317: 410.74 ps
AND-n1318: 419.72 ps
NOR-n1319: 410.74 ps
AND-n1320: 404.23 ps
AND-n1321: 413.21 ps
NOR-n1322: 404.23 ps
AND-n1323: 404.23 ps
AND-n1324: 413.21 ps
NOR-n1325: 404.23 ps
NAND-n1326: 404.14 ps
NAND-n1327: 415.38 ps
NAND-n1328: 404.14 ps
NAND-n1329: 410.74 ps
NAND-n1330: 421.97 ps
NAND-n1331: 410.74 ps
NAND-n1332: 404.23 ps
NAND-n1333: 415.47 ps
NAND-n1334: 404.23 ps
BUFF-n1336: 367.53 ps
NOT-n1343: 367.53 ps
BUFF-n1350: 111.95 ps
NOT-n1357: 111.95 ps
AND-n1363: 455.55 ps
AND-n1364: 478.27 ps
AND-n1365: 379.25 ps
AND-n1366: 401.98 ps
AND-n1367: 375.25 ps
AND-n1368: 397.97 ps
AND-n1369: 371.39 ps
AND-n1370: 394.11 ps
AND-n1371: 367.53 ps
AND-n1372: 390.26 ps
AND-n1373: 455.54 ps
AND-n1374: 478.27 ps
AND-n1375: 131.88 ps
AND-n1376: 154.61 ps
AND-n1377: 120.46 ps
AND-n1378: 143.18 ps
AND-n1379: 111.95 ps
AND-n1380: 134.68 ps
AND-n1381: 127.72 ps
AND-n1382: 150.45 ps
OR-n1383: 379.25 ps
OR-n1387: 375.25 ps
OR-n1391: 371.39 ps
OR-n1395: 367.53 ps
OR-n1399: 131.88 ps
OR-n1406: 120.46 ps
OR-n1412: 111.95 ps
OR-n1418: 127.72 ps
AND-n1436: 189.83 ps
AND-n1440: 189.93 ps
AND-n1445: 211.23 ps
OR-n1447: 189.83 ps
AND-n1450: 241.56 ps
AND-n1454: 297.08 ps
INP-n1455: 591.13 ps
NOT-n1458: 591.13 ps
INP-n1459: 540.72 ps
NOT-n1461: 540.72 ps
INP-n1462: 263.22 ps
NOT-n1464: 263.22 ps
INP-n1469: 251.88 ps
NOT-n1471: 251.88 ps
BUFF-n1475: 221.23 ps
NOT-n1477: 221.23 ps
INP-n1480: 259.14 ps
NOT-n1482: 259.14 ps
INP-n1486: 487.95 ps
NOT-n1488: 487.95 ps
INP-n1492: 410.44 ps
NOT-n1495: 630.02 ps
INP-n1496: 412.69 ps
NOT-n1499: 630.02 ps
NOT-n1500: 515.89 ps
AND-n1501: 776.38 ps
BUFF-n1503: 83.93 ps
NOT-n1507: 83.93 ps
BUFF-n1512: 331.53 ps
NOT-n1514: 331.53 ps
AND-n1518: 410.44 ps
NOT-n1519: 410.44 ps
BUFF-n1524: 135.11 ps
NOT-n1530: 325.18 ps
NOT-n1535: 229.37 ps
NAND-n1541: 412.69 ps
NAND-n1544: 275.57 ps
NAND-n1545: 264.40 ps
NAND-n1546: 264.40 ps
AND-n1553: 427.13 ps
NAND-n1554: 232.40 ps
NAND-n1555: 221.23 ps
NAND-n1556: 221.23 ps
AND-n1567: 299.75 ps
NAND-n1571: 196.85 ps
NAND-n1572: 185.68 ps
NAND-n1573: 185.68 ps
AND-n1584: 262.96 ps
AND-n1590: 221.49 ps
NAND-n1596: 266.52 ps
NAND-n1597: 255.34 ps
NAND-n1598: 255.34 ps
AND-n1606: 382.75 ps
NAND-n1607: 138.90 ps
NAND-n1608: 127.72 ps
NAND-n1609: 127.72 ps
AND-n1624: 264.36 ps
NAND-n1628: 123.13 ps
NAND-n1629: 111.95 ps
NAND-n1630: 111.95 ps
AND-n1647: 197.13 ps
NAND-n1653: 131.63 ps
NAND-n1654: 120.46 ps
NAND-n1655: 120.46 ps
AND-n1669: 172.92 ps
AND-n1677: 164.17 ps
NAND-n1685: 223.04 ps
NAND-n1686: 211.87 ps
NAND-n1687: 211.87 ps
NAND-n1693: 143.05 ps
NAND-n1694: 131.88 ps
NAND-n1695: 131.88 ps
AND-n1702: 250.45 ps
AND-n1705: 348.13 ps
AND-n1706: 336.51 ps
AND-n1707: 297.16 ps
OR-n1708: 297.16 ps
AND-n1709: 221.23 ps
AND-n1710: 221.23 ps
AND-n1711: 221.23 ps
AND-n1712: 238.93 ps
AND-n1713: 238.93 ps
AND-n1714: 185.68 ps
OR-n1715: 185.68 ps
AND-n1718: 232.55 ps
NOT-n1721: 386.21 ps
AND-n1722: 300.82 ps
AND-n1723: 288.50 ps
AND-n1724: 240.05 ps
AND-n1725: 240.05 ps
OR-n1726: 240.05 ps
NOT-n1730: 332.31 ps
AND-n1733: 207.42 ps
AND-n1734: 201.63 ps
AND-n1735: 158.96 ps
AND-n1736: 158.96 ps
AND-n1737: 173.49 ps
AND-n1738: 167.69 ps
AND-n1739: 120.77 ps
AND-n1740: 111.95 ps
AND-n1741: 111.95 ps
AND-n1742: 111.95 ps
AND-n1743: 118.08 ps
AND-n1744: 118.08 ps
AND-n1745: 170.16 ps
OR-n1746: 170.16 ps
AND-n1749: 210.93 ps
AND-n1750: 196.88 ps
AND-n1751: 332.31 ps
NOT-n1754: 332.31 ps
NAND-n1755: 185.68 ps
NAND-n1756: 196.87 ps
NAND-n1757: 185.68 ps
NAND-n1760: 195.89 ps
NAND-n1761: 207.08 ps
NAND-n1762: 195.89 ps
OR-n1766: 241.56 ps
NOT-n1771: 241.56 ps
NAND-n1775: 111.95 ps
NAND-n1776: 123.18 ps
NAND-n1777: 111.95 ps
NAND-n1778: 118.08 ps
NAND-n1779: 129.28 ps
NAND-n1780: 118.08 ps
NOT-n1781: 118.08 ps
AND-n1782: 195.89 ps
AND-n1783: 185.68 ps
AND-n1784: 195.89 ps
AND-n1785: 185.68 ps
AND-n1786: 118.08 ps
AND-n1787: 111.95 ps
AND-n1788: 232.55 ps
AND-n1789: 240.05 ps
OR-n1790: 240.05 ps
NAND-n1791: 123.13 ps
NAND-n1792: 111.95 ps
NAND-n1793: 274.04 ps
NAND-n1794: 262.87 ps
NAND-n1795: 262.87 ps
AND-n1802: 425.46 ps
NAND-n1803: 260.09 ps
NAND-n1804: 248.91 ps
NAND-n1805: 248.91 ps
AND-n1816: 388.57 ps
NAND-n1820: 260.09 ps
NAND-n1821: 248.91 ps
NAND-n1822: 248.91 ps
AND-n1834: 382.05 ps
AND-n1841: 333.55 ps
NAND-n1848: 264.42 ps
NAND-n1849: 253.25 ps
NAND-n1850: 253.25 ps
NOT-n1856: 607.11 ps
NAND-n1857: 274.28 ps
NAND-n1858: 263.11 ps
NAND-n1859: 263.11 ps
AND-n1866: 391.95 ps
NAND-n1867: 268.83 ps
NAND-n1868: 257.66 ps
NAND-n1869: 257.66 ps
AND-n1880: 366.30 ps
NAND-n1883: 265.36 ps
NAND-n1884: 254.18 ps
NAND-n1885: 254.18 ps
AND-n1897: 362.82 ps
NAND-n1901: 268.83 ps
NAND-n1902: 257.66 ps
NAND-n1903: 257.66 ps
AND-n1914: 324.29 ps
NAND-n1919: 273.70 ps
NAND-n1920: 262.53 ps
NAND-n1921: 262.53 ps
AND-n1929: 314.67 ps
AND-n1935: 248.91 ps
AND-n1938: 346.46 ps
AND-n1939: 334.85 ps
AND-n1940: 295.49 ps
OR-n1941: 295.49 ps
AND-n1942: 492.48 ps
AND-n1943: 492.48 ps
AND-n1944: 492.48 ps
AND-n1945: 498.48 ps
AND-n1946: 498.48 ps
AND-n1947: 524.09 ps
AND-n1948: 524.09 ps
AND-n1949: 498.48 ps
AND-n1950: 254.18 ps
AND-n1953: 313.14 ps
AND-n1954: 309.46 ps
AND-n1955: 267.28 ps
AND-n1956: 267.28 ps
OR-n1957: 267.28 ps
AND-n1960: 547.43 ps
AND-n1961: 544.54 ps
AND-n1962: 505.31 ps
AND-n1964: 259.14 ps
AND-n1965: 544.54 ps
AND-n1966: 544.54 ps
AND-n1968: 259.14 ps
AND-n1969: 579.03 ps
AND-n1971: 326.71 ps
AND-n1973: 326.71 ps
AND-n1974: 248.91 ps
AND-n1981: 267.28 ps
OR-n1982: 267.28 ps
NAND-n1985: 492.48 ps
NAND-n1986: 503.78 ps
NAND-n1987: 492.48 ps
NAND-n1988: 498.48 ps
NAND-n1989: 509.65 ps
NAND-n1990: 498.48 ps
NOT-n1991: 498.48 ps
NAND-n1992: 524.09 ps
NAND-n1993: 535.29 ps
NAND-n1994: 524.09 ps
NAND-n1995: 498.48 ps
NAND-n1996: 509.65 ps
NAND-n1997: 498.48 ps
NOT-n1998: 498.48 ps
NAND-n1999: 552.30 ps
NAND-n2000: 541.12 ps
NAND-n2001: 541.12 ps
NOT-n2002: 541.12 ps
NAND-n2003: 563.99 ps
