Circuit delay: 986.45 ps

Gate slacks:
AND-n799: 629.31 ps
AND-n800: 899.99 ps
AND-n801: 939.65 ps
OR-n802: 629.31 ps
AND-n803: 131.00 ps
AND-n804: 124.96 ps
AND-n805: 899.99 ps
AND-n806: 939.65 ps
OR-n807: 124.96 ps
NOT-n809: 1020.08 ps
AND-n810: 1043.96 ps
AND-n811: 562.54 ps
AND-n812: 562.54 ps
OR-n813: 562.54 ps
NOT-n814: 1035.69 ps
AND-n815: 1035.69 ps
NOT-n816: 1005.00 ps
OR-n817: 529.30 ps
AND-n818: 529.30 ps
AND-n819: 943.65 ps
NOT-n820: 943.65 ps
NOT-n822: 781.70 ps
NOT-n824: 554.01 ps
NOT-n826: 570.98 ps
NOT-n828: 570.98 ps
NOT-n830: 570.98 ps
NOT-n832: 623.65 ps
NOT-n834: 623.65 ps
NOT-n836: 697.39 ps
NOT-n838: 725.88 ps
AND-n839: 647.39 ps
AND-n840: 239.00 ps
AND-n841: 913.68 ps
AND-n842: 951.26 ps
OR-n843: 239.00 ps
AND-n844: 1024.31 ps
NOT-n845: 1024.31 ps
AND-n846: 1032.58 ps
NOT-n847: 1032.58 ps
NOT-n848: 1063.24 ps
NOT-n849: 1063.24 ps
NOT-n850: 1063.24 ps
NOT-n851: 1063.24 ps
AND-n852: 989.40 ps
AND-n853: 641.65 ps
AND-n854: 641.65 ps
AND-n855: 710.51 ps
AND-n856: 657.26 ps
AND-n857: 899.99 ps
AND-n858: 939.65 ps
OR-n859: 657.26 ps
NOT-n861: 728.46 ps
NOT-n863: 571.07 ps
NOT-n865: 571.07 ps
NOT-n867: 571.07 ps
NOT-n869: 571.07 ps
NOT-n871: 623.75 ps
NOT-n873: 623.75 ps
NOT-n875: 697.48 ps
NOT-n877: 700.50 ps
AND-n878: 647.39 ps
AND-n879: 232.96 ps
AND-n880: 913.68 ps
AND-n881: 951.26 ps
OR-n882: 232.96 ps
BUFF-n887: 1031.32 ps
BUFF-n889: 1006.86 ps
BUFF-n892: 1028.88 ps
BUFF-n921: 1031.32 ps
BUFF-n923: 1031.32 ps
BUFF-n926: 1028.04 ps
BUFF-n939: 1002.77 ps
BUFF-n949: 1002.77 ps
BUFF-n973: 1053.29 ps
BUFF-n978: 1002.77 ps
BUFF-n993: 1002.77 ps
BUFF-n998: 716.03 ps
BUFF-n1000: 716.03 ps
BUFF-n1002: 849.83 ps
BUFF-n1004: 834.74 ps
NAND-n1021: 581.69 ps
NAND-n1022: 592.86 ps
NAND-n1023: 581.69 ps
AND-n1031: 865.24 ps
NAND-n1032: 523.77 ps
NAND-n1033: 534.95 ps
NAND-n1034: 523.77 ps
AND-n1046: 602.30 ps
NAND-n1050: 523.77 ps
NAND-n1051: 534.95 ps
NAND-n1052: 523.77 ps
AND-n1064: 570.98 ps
AND-n1071: 559.39 ps
NAND-n1078: 525.33 ps
NAND-n1079: 536.50 ps
NAND-n1080: 525.33 ps
NOT-n1086: 638.42 ps
NAND-n1087: 492.18 ps
NAND-n1088: 503.35 ps
NAND-n1089: 492.18 ps
AND-n1097: 608.02 ps
NAND-n1098: 481.73 ps
NAND-n1099: 492.91 ps
NAND-n1100: 481.73 ps
AND-n1111: 577.31 ps
NAND-n1114: 478.28 ps
NAND-n1115: 489.46 ps
NAND-n1116: 478.28 ps
AND-n1128: 573.82 ps
NAND-n1132: 481.73 ps
NAND-n1133: 492.91 ps
NAND-n1134: 481.73 ps
AND-n1145: 535.30 ps
NAND-n1150: 503.54 ps
NAND-n1151: 514.71 ps
NAND-n1152: 503.54 ps
AND-n1160: 525.67 ps
AND-n1166: 745.68 ps
AND-n1168: 786.23 ps
AND-n1169: 774.61 ps
AND-n1170: 735.25 ps
AND-n1171: 523.77 ps
AND-n1172: 523.77 ps
AND-n1173: 523.77 ps
AND-n1174: 529.77 ps
AND-n1175: 529.77 ps
AND-n1176: 555.38 ps
AND-n1177: 555.38 ps
AND-n1178: 529.77 ps
AND-n1179: 495.19 ps
AND-n1181: 529.20 ps
AND-n1182: 520.47 ps
AND-n1183: 478.28 ps
AND-n1184: 478.28 ps
OR-n1185: 478.28 ps
AND-n1188: 572.65 ps
AND-n1189: 569.76 ps
AND-n1190: 530.52 ps
AND-n1191: 530.52 ps
AND-n1192: 569.76 ps
AND-n1193: 569.76 ps
AND-n1194: 530.52 ps
AND-n1195: 604.28 ps
AND-n1196: 604.28 ps
AND-n1197: 607.29 ps
NAND-n1198: 646.42 ps
NAND-n1199: 635.25 ps
NAND-n1200: 635.25 ps
NAND-n1203: 523.77 ps
NAND-n1204: 535.07 ps
NAND-n1205: 523.77 ps
NAND-n1206: 529.77 ps
NAND-n1207: 540.94 ps
NAND-n1208: 529.77 ps
NOT-n1209: 529.77 ps
NAND-n1210: 555.38 ps
NAND-n1211: 566.58 ps
NAND-n1212: 555.38 ps
NAND-n1213: 529.77 ps
NAND-n1214: 540.94 ps
NAND-n1215: 529.77 ps
NOT-n1216: 529.77 ps
NAND-n1217: 583.58 ps
NAND-n1218: 572.41 ps
NAND-n1219: 572.41 ps
NOT-n1220: 572.41 ps
NAND-n1221: 595.28 ps
NAND-n1222: 584.08 ps
NAND-n1223: 584.08 ps
AND-n1224: 495.19 ps
OR-n1225: 478.28 ps
NOT-n1231: 478.28 ps
NAND-n1236: 530.52 ps
NAND-n1237: 541.70 ps
NAND-n1238: 530.52 ps
NAND-n1241: 530.52 ps
NAND-n1242: 541.70 ps
NAND-n1243: 530.52 ps
NAND-n1246: 604.28 ps
NAND-n1247: 615.44 ps
NAND-n1248: 604.28 ps
NAND-n1251: 607.29 ps
NAND-n1252: 618.46 ps
NAND-n1253: 607.29 ps
AND-n1256: 478.28 ps
AND-n1257: 497.76 ps
OR-n1258: 478.28 ps
AND-n1261: 478.28 ps
AND-n1262: 497.76 ps
OR-n1263: 478.28 ps
AND-n1266: 478.28 ps
AND-n1267: 497.76 ps
OR-n1268: 478.28 ps
AND-n1271: 478.28 ps
AND-n1272: 497.76 ps
OR-n1273: 478.28 ps
NAND-n1276: 429.83 ps
NAND-n1277: 418.66 ps
NAND-n1278: 418.66 ps
AND-n1286: 865.24 ps
NAND-n1287: 224.14 ps
NAND-n1288: 212.96 ps
NAND-n1289: 212.96 ps
AND-n1301: 291.49 ps
NAND-n1305: 188.59 ps
NAND-n1306: 177.42 ps
NAND-n1307: 177.42 ps
AND-n1318: 254.70 ps
AND-n1324: 213.32 ps
NAND-n1330: 357.79 ps
NAND-n1331: 346.61 ps
NAND-n1332: 346.61 ps
AND-n1341: 466.76 ps
NAND-n1342: 125.59 ps
NAND-n1343: 114.41 ps
NAND-n1344: 114.41 ps
AND-n1359: 251.05 ps
NAND-n1363: 109.82 ps
NAND-n1364: 98.64 ps
NAND-n1365: 98.64 ps
AND-n1382: 183.82 ps
NAND-n1388: 118.33 ps
NAND-n1389: 107.15 ps
NAND-n1390: 107.15 ps
AND-n1404: 159.61 ps
AND-n1412: 150.86 ps
NAND-n1420: 214.79 ps
NAND-n1421: 203.62 ps
NAND-n1422: 203.62 ps
NAND-n1428: 129.74 ps
NAND-n1429: 118.57 ps
NAND-n1430: 118.57 ps
AND-n1437: 745.61 ps
AND-n1439: 786.23 ps
AND-n1440: 774.61 ps
AND-n1441: 735.25 ps
AND-n1442: 212.96 ps
AND-n1443: 212.96 ps
AND-n1444: 212.96 ps
AND-n1445: 230.67 ps
AND-n1446: 230.67 ps
AND-n1447: 177.42 ps
OR-n1448: 177.42 ps
AND-n1451: 372.89 ps
NOT-n1453: 372.89 ps
AND-n1454: 384.82 ps
AND-n1455: 367.45 ps
AND-n1456: 318.99 ps
AND-n1457: 318.99 ps
OR-n1458: 318.99 ps
NOT-n1462: 318.99 ps
AND-n1465: 194.11 ps
AND-n1466: 188.32 ps
AND-n1467: 145.65 ps
AND-n1468: 145.65 ps
AND-n1469: 160.18 ps
AND-n1470: 154.38 ps
AND-n1471: 107.47 ps
AND-n1472: 98.64 ps
AND-n1473: 98.64 ps
AND-n1474: 98.64 ps
AND-n1475: 104.78 ps
AND-n1476: 104.78 ps
AND-n1477: 156.85 ps
OR-n1478: 156.85 ps
AND-n1481: 202.67 ps
AND-n1482: 183.57 ps
AND-n1483: 318.99 ps
NOT-n1486: 318.99 ps
NAND-n1487: 177.42 ps
NAND-n1488: 188.61 ps
NAND-n1489: 177.42 ps
NAND-n1492: 187.62 ps
NAND-n1493: 198.81 ps
NAND-n1494: 187.62 ps
INP-n1497: 713.39 ps
NOT-n1502: 713.39 ps
NAND-n1506: 98.64 ps
NAND-n1507: 109.87 ps
NAND-n1508: 98.64 ps
NAND-n1509: 104.78 ps
NAND-n1510: 115.97 ps
NAND-n1511: 104.78 ps
NOT-n1512: 104.78 ps
AND-n1513: 187.62 ps
AND-n1514: 177.42 ps
AND-n1515: 187.62 ps
AND-n1516: 177.42 ps
AND-n1517: 104.78 ps
AND-n1518: 98.64 ps
NAND-n1519: 109.81 ps
NAND-n1520: 98.64 ps
NAND-n1521: 98.64 ps
NOT-n1524: 98.64 ps
BUFF-n1526: 987.92 ps
BUFF-n1528: 885.09 ps
NOT-n1540: 885.09 ps
BUFF-n1552: 885.32 ps
NOT-n1564: 885.32 ps
AND-n1576: 537.57 ps
AND-n1578: 537.66 ps
AND-n1579: 885.09 ps
AND-n1580: 924.75 ps
AND-n1582: 484.90 ps
AND-n1584: 484.99 ps
AND-n1585: 885.09 ps
AND-n1586: 924.75 ps
AND-n1588: 484.90 ps
AND-n1590: 484.99 ps
AND-n1591: 885.09 ps
AND-n1592: 924.75 ps
AND-n1594: 484.90 ps
AND-n1596: 484.99 ps
AND-n1597: 885.09 ps
AND-n1598: 924.75 ps
AND-n1600: 467.92 ps
AND-n1602: 484.99 ps
AND-n1603: 885.09 ps
AND-n1604: 924.75 ps
BUFF-n1606: 976.47 ps
BUFF-n1609: 873.66 ps
NOT-n1621: 873.66 ps
BUFF-n1633: 873.91 ps
NOT-n1645: 873.91 ps
AND-n1657: 104.68 ps
AND-n1659: 98.64 ps
AND-n1660: 873.66 ps
AND-n1661: 913.33 ps
OR-n1662: 98.64 ps
AND-n1664: 695.62 ps
AND-n1666: 642.37 ps
AND-n1667: 885.09 ps
AND-n1668: 924.75 ps
AND-n1670: 639.80 ps
AND-n1672: 614.42 ps
AND-n1673: 885.09 ps
AND-n1674: 924.75 ps
AND-n1676: 611.31 ps
AND-n1678: 611.40 ps
AND-n1679: 885.09 ps
AND-n1680: 924.75 ps
AND-n1682: 537.57 ps
AND-n1684: 537.66 ps
AND-n1685: 885.09 ps
AND-n1686: 924.75 ps
BUFF-n1688: 1002.77 ps
INP-n1689: 873.66 ps
INP-n1690: 873.91 ps
INP-n1691: 873.66 ps
INP-n1694: 873.91 ps
BUFF-n1697: 976.47 ps
BUFF-n1698: 979.76 ps
BUFF-n1701: 994.27 ps
NOT-n1704: 605.35 ps
NOT-n1712: 550.98 ps
BUFF-n1724: 586.37 ps
NAND-n1728: 503.09 ps
NAND-n1729: 514.27 ps
NAND-n1730: 503.09 ps
AND-n1742: 550.54 ps
AND-n1749: 538.71 ps
NAND-n1756: 504.66 ps
NAND-n1757: 515.83 ps
NAND-n1758: 504.66 ps
NOT-n1764: 638.42 ps
NAND-n1765: 471.50 ps
NAND-n1766: 482.68 ps
NAND-n1767: 471.50 ps
AND-n1775: 587.35 ps
NAND-n1776: 483.78 ps
NAND-n1777: 494.96 ps
NAND-n1778: 483.78 ps
AND-n1789: 579.35 ps
NAND-n1792: 457.51 ps
NAND-n1793: 468.69 ps
NAND-n1794: 457.51 ps
AND-n1806: 553.22 ps
NAND-n1810: 460.97 ps
NAND-n1811: 472.14 ps
NAND-n1812: 460.97 ps
AND-n1823: 514.53 ps
NOT-n1829: 536.55 ps
BUFF-n1837: 515.41 ps
AND-n1843: 745.68 ps
AND-n1845: 830.57 ps
AND-n1846: 822.05 ps
AND-n1847: 735.25 ps
AND-n1849: 550.54 ps
AND-n1850: 503.09 ps
AND-n1851: 503.09 ps
AND-n1852: 556.44 ps
AND-n1853: 509.09 ps
AND-n1854: 555.38 ps
AND-n1855: 555.38 ps
AND-n1856: 529.77 ps
AND-n1857: 474.42 ps
AND-n1859: 508.52 ps
AND-n1860: 508.52 ps
AND-n1861: 457.51 ps
AND-n1862: 457.51 ps
OR-n1863: 457.51 ps
AND-n1866: 595.37 ps
AND-n1867: 569.66 ps
AND-n1868: 530.43 ps
AND-n1869: 530.43 ps
AND-n1870: 569.66 ps
AND-n1871: 569.66 ps
AND-n1872: 530.43 ps
AND-n1873: 604.18 ps
AND-n1874: 604.18 ps
AND-n1875: 660.27 ps
NAND-n1876: 699.67 ps
NAND-n1877: 688.50 ps
NAND-n1878: 688.50 ps
NAND-n1881: 503.09 ps
NAND-n1882: 514.40 ps
NAND-n1883: 503.09 ps
NAND-n1884: 509.09 ps
NAND-n1885: 520.26 ps
NAND-n1886: 509.09 ps
NOT-n1887: 509.09 ps
NAND-n1888: 555.38 ps
NAND-n1889: 566.58 ps
NAND-n1890: 555.38 ps
NAND-n1891: 529.77 ps
NAND-n1892: 540.94 ps
NAND-n1893: 529.77 ps
NOT-n1894: 529.77 ps
NAND-n1895: 583.58 ps
NAND-n1896: 572.41 ps
NAND-n1897: 572.41 ps
NOT-n1898: 572.41 ps
NAND-n1899: 595.28 ps
NAND-n1900: 584.08 ps
NAND-n1901: 584.08 ps
AND-n1902: 474.42 ps
OR-n1903: 457.51 ps
NOT-n1909: 457.51 ps
NAND-n1914: 530.43 ps
NAND-n1915: 541.61 ps
NAND-n1916: 530.43 ps
NAND-n1919: 530.43 ps
NAND-n1920: 541.61 ps
NAND-n1921: 530.43 ps
NAND-n1924: 604.18 ps
NAND-n1925: 615.35 ps
NAND-n1926: 604.18 ps
NAND-n1929: 643.85 ps
NAND-n1930: 632.68 ps
NAND-n1931: 632.68 ps
AND-n1934: 457.51 ps
AND-n1935: 476.99 ps
OR-n1936: 457.51 ps
AND-n1942: 478.19 ps
AND-n1943: 497.67 ps
OR-n1944: 478.19 ps
AND-n1947: 478.19 ps
AND-n1948: 497.67 ps
OR-n1949: 478.19 ps
AND-n1952: 478.19 ps
AND-n1953: 497.67 ps
OR-n1954: 478.19 ps
NOT-n1958: 463.00 ps
NOT-n1966: 260.89 ps
BUFF-n1978: 296.23 ps
NAND-n1982: 188.59 ps
NAND-n1983: 177.42 ps
NAND-n1984: 177.42 ps
AND-n1995: 254.70 ps
AND-n2001: 213.32 ps
NAND-n2007: 357.79 ps
NAND-n2008: 346.61 ps
NAND-n2009: 346.61 ps
AND-n2018: 466.76 ps
NAND-n2019: 148.31 ps
NAND-n2020: 137.13 ps
NAND-n2021: 137.13 ps
AND-n2036: 273.77 ps
NAND-n2040: 115.86 ps
NAND-n2041: 104.68 ps
NAND-n2042: 104.68 ps
AND-n2059: 196.38 ps
NAND-n2065: 124.39 ps
NAND-n2066: 113.22 ps
NAND-n2067: 113.22 ps
AND-n2081: 165.73 ps
BUFF-n2089: 167.04 ps
NAND-n2097: 214.79 ps
NAND-n2098: 203.62 ps
NAND-n2099: 203.62 ps
NOT-n2106: 216.78 ps
AND-n2113: 749.12 ps
AND-n2115: 830.58 ps
AND-n2116: 822.54 ps
AND-n2117: 738.83 ps
AND-n2119: 260.89 ps
AND-n2120: 215.86 ps
AND-n2121: 215.86 ps
AND-n2122: 278.58 ps
AND-n2123: 233.54 ps
AND-n2124: 177.42 ps
OR-n2125: 177.42 ps
AND-n2128: 372.80 ps
NOT-n2130: 372.80 ps
AND-n2131: 384.82 ps
AND-n2132: 384.82 ps
AND-n2133: 318.90 ps
AND-n2134: 318.90 ps
OR-n2135: 318.90 ps
NOT-n2139: 318.90 ps
AND-n2142: 217.02 ps
AND-n2143: 188.41 ps
AND-n2144: 145.74 ps
AND-n2145: 145.74 ps
AND-n2146: 182.90 ps
AND-n2147: 154.29 ps
AND-n2148: 107.37 ps
AND-n2149: 143.49 ps
AND-n2150: 143.49 ps
AND-n2151: 143.49 ps
AND-n2152: 104.68 ps
AND-n2153: 104.68 ps
AND-n2154: 156.76 ps
OR-n2155: 156.76 ps
AND-n2158: 202.67 ps
AND-n2159: 182.55 ps
AND-n2160: 318.90 ps
NOT-n2163: 318.90 ps
NAND-n2164: 177.42 ps
NAND-n2165: 188.61 ps
NAND-n2166: 177.42 ps
NAND-n2169: 187.62 ps
NAND-n2170: 198.81 ps
NAND-n2171: 187.62 ps
INP-n2174: 713.39 ps
NOT-n2179: 713.39 ps
NAND-n2183: 143.49 ps
NAND-n2184: 154.72 ps
NAND-n2185: 143.49 ps
NAND-n2186: 104.68 ps
NAND-n2187: 115.88 ps
NAND-n2188: 104.68 ps
NOT-n2189: 104.68 ps
AND-n2190: 187.62 ps
AND-n2191: 177.42 ps
AND-n2192: 187.62 ps
AND-n2193: 177.42 ps
AND-n2194: 104.68 ps
AND-n2195: 143.49 ps
NAND-n2196: 115.85 ps
NAND-n2197: 104.68 ps
NAND-n2198: 104.68 ps
NOT-n2201: 104.68 ps
BUFF-n2202: 991.21 ps
BUFF-n2203: 885.09 ps
NOT-n2215: 885.09 ps
BUFF-n2226: 885.32 ps
NOT-n2238: 885.32 ps
AND-n2250: 537.57 ps
AND-n2252: 537.66 ps
AND-n2253: 885.09 ps
AND-n2254: 924.75 ps
AND-n2256: 484.90 ps
AND-n2258: 484.99 ps
AND-n2259: 885.09 ps
AND-n2260: 924.75 ps
AND-n2262: 484.90 ps
AND-n2264: 484.99 ps
AND-n2265: 885.09 ps
AND-n2266: 924.75 ps
AND-n2268: 484.90 ps
AND-n2270: 484.99 ps
AND-n2271: 885.09 ps
AND-n2272: 924.75 ps
AND-n2274: 467.92 ps
