Circuit delay: 1150.07 ps

Gate slacks:
BUFF-n517: 656.50 ps
NOT-n526: 733.30 ps
BUFF-n530: 653.65 ps
NOT-n540: 703.65 ps
NAND-n545: 1035.61 ps
NAND-n546: 1038.74 ps
NAND-n547: 1038.74 ps
NAND-n548: 1038.74 ps
NAND-n549: 1038.74 ps
NAND-n550: 1038.74 ps
NAND-n551: 1038.74 ps
NAND-n552: 1035.61 ps
AND-n553: 1035.61 ps
AND-n554: 1035.61 ps
NAND-n555: 670.11 ps
NAND-n556: 670.11 ps
NAND-n557: 670.11 ps
NAND-n560: 670.11 ps
NAND-n561: 670.11 ps
NAND-n562: 670.11 ps
NAND-n565: 670.11 ps
NAND-n566: 670.11 ps
NAND-n567: 670.11 ps
NOT-n568: 670.11 ps
NAND-n569: 1041.81 ps
NAND-n570: 1041.81 ps
NAND-n571: 1041.81 ps
NAND-n574: 750.73 ps
NAND-n575: 750.73 ps
NAND-n576: 750.73 ps
BUFF-n579: 1041.83 ps
NAND-n582: 1041.81 ps
NAND-n583: 1041.83 ps
NAND-n586: 1035.61 ps
OR-n587: 1123.09 ps
AND-n588: 1123.09 ps
NAND-n589: 679.53 ps
NAND-n590: 679.53 ps
NAND-n591: 679.53 ps
NAND-n595: 733.30 ps
NAND-n596: 730.23 ps
NAND-n597: 730.23 ps
BUFF-n600: 1009.99 ps
NAND-n603: 1021.16 ps
NAND-n604: 1009.99 ps
NAND-n605: 1009.99 ps
NAND-n606: 1021.16 ps
NAND-n607: 1009.99 ps
NAND-n608: 1009.99 ps
NOT-n610: 729.28 ps
AND-n613: 712.32 ps
AND-n614: 729.28 ps
NOT-n616: 756.10 ps
AND-n617: 712.32 ps
OR-n618: 712.32 ps
NAND-n619: 1041.81 ps
NAND-n620: 1041.83 ps
NAND-n621: 748.70 ps
AND-n625: 1182.04 ps
NAND-n626: 816.08 ps
AND-n630: 673.85 ps
NAND-n634: 800.64 ps
NAND-n635: 719.97 ps
BUFF-n636: 1057.53 ps
NOT-n639: 1057.53 ps
NAND-n640: 1023.58 ps
AND-n641: 1023.58 ps
NAND-n642: 1034.77 ps
NAND-n643: 1023.58 ps
AND-n644: 1066.52 ps
OR-n645: 1023.58 ps
NAND-n646: 1054.09 ps
NAND-n647: 1042.89 ps
NAND-n648: 1042.89 ps
AND-n649: 1042.89 ps
AND-n650: 732.57 ps
NAND-n654: 816.08 ps
AND-n655: 673.85 ps
BUFF-n657: 766.53 ps
NOT-n660: 766.53 ps
AND-n661: 670.11 ps
AND-n662: 673.85 ps
NOR-n663: 670.11 ps
NOT-n665: 729.01 ps
AND-n668: 712.05 ps
AND-n669: 729.01 ps
NOT-n671: 755.83 ps
AND-n672: 712.05 ps
OR-n673: 712.05 ps
BUFF-n675: 766.26 ps
NOT-n678: 766.26 ps
AND-n679: 679.53 ps
AND-n680: 732.57 ps
NOR-n681: 679.53 ps
NOT-n683: 729.01 ps
NOT-n685: 729.01 ps
AND-n688: 712.05 ps
AND-n689: 679.53 ps
AND-n690: 729.01 ps
AND-n691: 712.05 ps
OR-n692: 679.53 ps
NOT-n694: 729.28 ps
NOT-n696: 729.28 ps
AND-n699: 712.32 ps
AND-n700: 670.11 ps
AND-n701: 729.28 ps
AND-n702: 712.32 ps
OR-n703: 670.11 ps
NOT-n704: 232.23 ps
BUFF-n707: 712.05 ps
NOT-n714: 220.59 ps
BUFF-n717: 385.69 ps
BUFF-n721: 717.62 ps
NOT-n724: 722.14 ps
AND-n731: 157.19 ps
NOT-n732: 393.67 ps
BUFF-n736: 722.16 ps
NOT-n741: 161.53 ps
NOT-n758: 142.05 ps
OR-n759: 142.05 ps
BUFF-n776: 702.80 ps
NOT-n780: 115.01 ps
BUFF-n784: 723.22 ps
AND-n788: 176.45 ps
NOT-n791: 220.40 ps
BUFF-n794: 724.75 ps
OR-n798: 244.63 ps
BUFF-n799: 210.57 ps
NOT-n802: 766.26 ps
NAND-n804: 712.05 ps
NAND-n806: 712.05 ps
AND-n807: 244.63 ps
AND-n816: 210.57 ps
AND-n823: 222.20 ps
NOT-n826: 327.29 ps
BUFF-n828: 289.89 ps
NOT-n831: 327.29 ps
BUFF-n833: 237.76 ps
NOT-n836: 297.23 ps
BUFF-n839: 251.95 ps
NOT-n842: 233.98 ps
BUFF-n845: 237.76 ps
NOT-n848: 233.98 ps
NOT-n851: 230.78 ps
NAND-n855: 1048.45 ps
AND-n860: 712.05 ps
NAND-n861: 1077.85 ps
NAND-n864: 1063.79 ps
NAND-n867: 719.21 ps
BUFF-n870: 719.21 ps
BUFF-n887: 1017.24 ps
BUFF-n890: 774.22 ps
BUFF-n893: 1081.98 ps
NAND-n896: 757.10 ps
NAND-n897: 324.09 ps
BUFF-n898: 200.23 ps
NAND-n901: 200.23 ps
NOT-n902: 200.23 ps
NAND-n903: 211.40 ps
NAND-n904: 200.23 ps
AND-n905: 673.85 ps
NAND-n906: 230.78 ps
BUFF-n907: 169.24 ps
NAND-n910: 169.24 ps
NOT-n911: 169.24 ps
NAND-n912: 180.42 ps
NAND-n913: 169.24 ps
NOT-n914: 1079.70 ps
NOT-n915: 1095.37 ps
AND-n916: 1062.51 ps
AND-n917: 1079.70 ps
AND-n920: 1095.37 ps
AND-n923: 1035.61 ps
NOT-n926: 1035.08 ps
NOT-n927: 1099.84 ps
AND-n928: 1017.24 ps
AND-n929: 1035.08 ps
OR-n932: 582.36 ps
AND-n933: 582.36 ps
AND-n938: 1017.24 ps
NOT-n941: 1081.30 ps
NOT-n942: 1065.63 ps
AND-n943: 1048.45 ps
AND-n944: 1023.58 ps
AND-n947: 1042.89 ps
NAND-n950: 448.03 ps
AND-n951: 448.03 ps
NAND-n954: 458.00 ps
NAND-n955: 448.03 ps
AND-n956: 757.10 ps
NOT-n973: 270.96 ps
NOT-n974: 251.44 ps
AND-n975: 235.36 ps
AND-n976: 270.96 ps
AND-n977: 251.44 ps
AND-n978: 235.36 ps
OR-n979: 235.36 ps
NOT-n980: 215.38 ps
NOT-n981: 195.86 ps
AND-n982: 179.78 ps
AND-n983: 200.23 ps
AND-n984: 195.86 ps
AND-n985: 179.78 ps
OR-n986: 179.78 ps
NOT-n987: 232.51 ps
NOT-n988: 213.00 ps
AND-n989: 196.91 ps
AND-n990: 232.51 ps
AND-n991: 213.00 ps
AND-n992: 196.91 ps
OR-n993: 196.91 ps
NOT-n994: 229.78 ps
NOT-n995: 210.26 ps
AND-n996: 194.18 ps
AND-n997: 229.78 ps
AND-n998: 210.26 ps
AND-n999: 194.18 ps
OR-n1000: 194.18 ps
NOT-n1001: 177.65 ps
NOT-n1002: 158.13 ps
AND-n1003: 142.05 ps
AND-n1004: 177.65 ps
AND-n1005: 158.13 ps
AND-n1006: 142.05 ps
OR-n1007: 142.05 ps
NOT-n1008: 184.39 ps
NOT-n1009: 164.88 ps
AND-n1010: 148.79 ps
AND-n1011: 169.24 ps
AND-n1012: 164.88 ps
AND-n1013: 148.79 ps
OR-n1014: 148.79 ps
NOT-n1015: 191.83 ps
NOT-n1016: 172.32 ps
AND-n1017: 156.23 ps
AND-n1018: 191.83 ps
AND-n1019: 172.32 ps
AND-n1020: 156.23 ps
OR-n1021: 156.23 ps
NOT-n1022: 230.43 ps
NOT-n1023: 210.92 ps
AND-n1024: 194.84 ps
AND-n1025: 230.43 ps
AND-n1026: 210.92 ps
AND-n1027: 194.84 ps
OR-n1028: 194.84 ps
NOR-n1029: 1035.61 ps
NOR-n1030: 582.36 ps
NOR-n1031: 448.03 ps
NOT-n1032: 539.39 ps
BUFF-n1035: 529.34 ps
OR-n1038: 550.85 ps
NOR-n1043: 529.34 ps
NOT-n1048: 569.71 ps
AND-n1049: 549.00 ps
NAND-n1050: 565.18 ps
AND-n1051: 522.72 ps
BUFF-n1054: 522.72 ps
NOT-n1057: 529.59 ps
AND-n1060: 522.72 ps
AND-n1063: 522.72 ps
AND-n1066: 529.59 ps
AND-n1069: 529.59 ps
NAND-n1072: 529.34 ps
BUFF-n1075: 529.34 ps
NAND-n1084: 529.34 ps
BUFF-n1087: 529.34 ps
NAND-n1096: 531.73 ps
BUFF-n1099: 531.73 ps
NAND-n1108: 531.73 ps
BUFF-n1111: 531.73 ps
NAND-n1120: 522.72 ps
BUFF-n1123: 522.72 ps
NAND-n1132: 522.72 ps
BUFF-n1135: 522.72 ps
NAND-n1144: 522.72 ps
BUFF-n1147: 522.72 ps
NAND-n1156: 522.72 ps
BUFF-n1159: 522.72 ps
BUFF-n1168: 529.34 ps
BUFF-n1177: 529.34 ps
BUFF-n1186: 531.73 ps
BUFF-n1195: 531.73 ps
BUFF-n1204: 522.72 ps
BUFF-n1213: 522.72 ps
BUFF-n1222: 522.72 ps
BUFF-n1231: 522.72 ps
NOT-n1240: 529.61 ps
NOT-n1241: 529.61 ps
NOT-n1242: 532.00 ps
NOT-n1243: 532.00 ps
NOT-n1244: 522.98 ps
NOT-n1245: 522.98 ps
NOT-n1246: 522.98 ps
NOT-n1247: 522.98 ps
AND-n1248: 529.61 ps
AND-n1249: 529.61 ps
AND-n1250: 532.00 ps
AND-n1251: 532.00 ps
AND-n1252: 522.98 ps
AND-n1253: 522.98 ps
AND-n1254: 522.98 ps
AND-n1255: 522.98 ps
NOR-n1256: 522.98 ps
NOT-n1257: 529.34 ps
NOT-n1258: 529.34 ps
NOT-n1259: 531.73 ps
NOT-n1260: 531.73 ps
NOT-n1261: 522.72 ps
NOT-n1262: 522.72 ps
NOT-n1263: 522.72 ps
NOT-n1264: 522.72 ps
AND-n1265: 529.34 ps
AND-n1266: 529.34 ps
AND-n1267: 531.73 ps
AND-n1268: 531.73 ps
AND-n1269: 522.72 ps
AND-n1270: 522.72 ps
AND-n1271: 522.72 ps
AND-n1272: 522.72 ps
NOR-n1273: 522.72 ps
NOT-n1274: 544.80 ps
NOT-n1275: 544.80 ps
NOT-n1276: 547.19 ps
NOT-n1277: 547.19 ps
NOT-n1278: 538.18 ps
NOT-n1279: 538.18 ps
NOT-n1280: 538.18 ps
NOT-n1281: 538.18 ps
AND-n1282: 544.80 ps
AND-n1283: 544.80 ps
AND-n1284: 547.19 ps
AND-n1285: 547.19 ps
AND-n1286: 538.18 ps
AND-n1287: 538.18 ps
AND-n1288: 538.18 ps
AND-n1289: 538.18 ps
NOR-n1290: 538.18 ps
NOT-n1291: 563.29 ps
NOT-n1292: 563.29 ps
NOT-n1293: 565.68 ps
NOT-n1294: 565.68 ps
NOT-n1295: 556.67 ps
NOT-n1296: 556.67 ps
NOT-n1297: 556.67 ps
NOT-n1298: 556.67 ps
AND-n1299: 563.29 ps
AND-n1300: 563.29 ps
AND-n1301: 565.68 ps
AND-n1302: 565.68 ps
AND-n1303: 556.67 ps
AND-n1304: 556.67 ps
AND-n1305: 556.67 ps
AND-n1306: 556.67 ps
NOR-n1307: 556.67 ps
NOT-n1308: 574.84 ps
NOT-n1309: 574.84 ps
NOT-n1310: 577.23 ps
NOT-n1311: 577.23 ps
NOT-n1312: 568.22 ps
NOT-n1313: 568.22 ps
NOT-n1314: 568.22 ps
NOT-n1315: 568.22 ps
AND-n1316: 574.84 ps
AND-n1317: 574.84 ps
AND-n1318: 577.23 ps
AND-n1319: 577.23 ps
AND-n1320: 568.22 ps
AND-n1321: 568.22 ps
AND-n1322: 568.22 ps
AND-n1323: 568.22 ps
NOR-n1324: 568.22 ps
NOT-n1325: 574.58 ps
NOT-n1326: 574.58 ps
NOT-n1327: 576.97 ps
NOT-n1328: 576.97 ps
NOT-n1329: 567.95 ps
NOT-n1330: 567.95 ps
NOT-n1331: 567.95 ps
NOT-n1332: 567.95 ps
AND-n1333: 574.58 ps
AND-n1334: 574.58 ps
AND-n1335: 576.97 ps
AND-n1336: 576.97 ps
AND-n1337: 567.95 ps
AND-n1338: 567.95 ps
AND-n1339: 567.95 ps
AND-n1340: 567.95 ps
NOR-n1341: 567.95 ps
NOT-n1342: 574.84 ps
NOT-n1343: 574.84 ps
NOT-n1344: 577.23 ps
NOT-n1345: 577.23 ps
NOT-n1346: 568.22 ps
NOT-n1347: 568.22 ps
NOT-n1348: 568.22 ps
NOT-n1349: 568.22 ps
AND-n1350: 574.84 ps
AND-n1351: 574.84 ps
AND-n1352: 577.23 ps
AND-n1353: 577.23 ps
AND-n1354: 568.22 ps
AND-n1355: 568.22 ps
AND-n1356: 568.22 ps
AND-n1357: 568.22 ps
NOR-n1358: 568.22 ps
NOT-n1359: 574.58 ps
NOT-n1360: 574.58 ps
NOT-n1361: 576.96 ps
NOT-n1362: 576.96 ps
NOT-n1363: 567.95 ps
NOT-n1364: 567.95 ps
NOT-n1365: 567.95 ps
NOT-n1366: 567.95 ps
AND-n1367: 574.58 ps
AND-n1368: 574.58 ps
AND-n1369: 576.96 ps
AND-n1370: 576.96 ps
AND-n1371: 567.95 ps
AND-n1372: 567.95 ps
AND-n1373: 567.95 ps
AND-n1374: 567.95 ps
NOR-n1375: 567.95 ps
NOT-n1376: 529.61 ps
NOT-n1377: 529.61 ps
NOT-n1378: 532.00 ps
NOT-n1379: 532.00 ps
NOT-n1380: 522.98 ps
NOT-n1381: 522.98 ps
NOT-n1382: 522.98 ps
NOT-n1383: 522.98 ps
AND-n1384: 529.61 ps
AND-n1385: 529.61 ps
AND-n1386: 532.00 ps
AND-n1387: 532.00 ps
AND-n1388: 522.98 ps
AND-n1389: 522.98 ps
AND-n1390: 522.98 ps
AND-n1391: 522.98 ps
NOR-n1392: 522.98 ps
NOT-n1393: 529.34 ps
NOT-n1394: 529.34 ps
NOT-n1395: 531.73 ps
NOT-n1396: 531.73 ps
NOT-n1397: 522.72 ps
NOT-n1398: 522.72 ps
NOT-n1399: 522.72 ps
NOT-n1400: 522.72 ps
AND-n1401: 529.34 ps
AND-n1402: 529.34 ps
AND-n1403: 531.73 ps
AND-n1404: 531.73 ps
AND-n1405: 522.72 ps
AND-n1406: 522.72 ps
AND-n1407: 522.72 ps
AND-n1408: 522.72 ps
NOR-n1409: 522.72 ps
NOT-n1410: 544.80 ps
NOT-n1411: 544.80 ps
NOT-n1412: 547.19 ps
NOT-n1413: 547.19 ps
NOT-n1414: 538.18 ps
NOT-n1415: 538.18 ps
NOT-n1416: 538.18 ps
NOT-n1417: 538.18 ps
AND-n1418: 544.80 ps
AND-n1419: 544.80 ps
AND-n1420: 547.19 ps
AND-n1421: 547.19 ps
AND-n1422: 538.18 ps
AND-n1423: 538.18 ps
AND-n1424: 538.18 ps
AND-n1425: 538.18 ps
NOR-n1426: 538.18 ps
NOT-n1427: 563.29 ps
NOT-n1428: 563.29 ps
NOT-n1429: 565.68 ps
NOT-n1430: 565.68 ps
NOT-n1431: 556.67 ps
NOT-n1432: 556.67 ps
NOT-n1433: 556.67 ps
NOT-n1434: 556.67 ps
AND-n1435: 563.29 ps
AND-n1436: 563.29 ps
AND-n1437: 565.68 ps
AND-n1438: 565.68 ps
AND-n1439: 556.67 ps
AND-n1440: 556.67 ps
AND-n1441: 556.67 ps
AND-n1442: 556.67 ps
NOR-n1443: 556.67 ps
NOT-n1444: 574.84 ps
NOT-n1445: 574.84 ps
NOT-n1446: 577.23 ps
NOT-n1447: 577.23 ps
NOT-n1448: 568.22 ps
NOT-n1449: 568.22 ps
NOT-n1450: 568.22 ps
NOT-n1451: 568.22 ps
AND-n1452: 574.84 ps
AND-n1453: 574.84 ps
AND-n1454: 577.23 ps
AND-n1455: 577.23 ps
AND-n1456: 568.22 ps
AND-n1457: 568.22 ps
AND-n1458: 568.22 ps
AND-n1459: 568.22 ps
NOR-n1460: 568.22 ps
NOT-n1461: 574.58 ps
NOT-n1462: 574.58 ps
NOT-n1463: 576.97 ps
NOT-n1464: 576.97 ps
NOT-n1465: 567.95 ps
NOT-n1466: 567.95 ps
NOT-n1467: 567.95 ps
NOT-n1468: 567.95 ps
AND-n1469: 574.58 ps
AND-n1470: 574.58 ps
AND-n1471: 576.97 ps
AND-n1472: 576.97 ps
AND-n1473: 567.95 ps
AND-n1474: 567.95 ps
AND-n1475: 567.95 ps
AND-n1476: 567.95 ps
NOR-n1477: 567.95 ps
NOT-n1478: 574.84 ps
NOT-n1479: 574.84 ps
NOT-n1480: 577.23 ps
NOT-n1481: 577.23 ps
NOT-n1482: 568.22 ps
NOT-n1483: 568.22 ps
NOT-n1484: 568.22 ps
NOT-n1485: 568.22 ps
AND-n1486: 574.84 ps
AND-n1487: 574.84 ps
AND-n1488: 577.23 ps
AND-n1489: 577.23 ps
AND-n1490: 568.22 ps
AND-n1491: 568.22 ps
AND-n1492: 568.22 ps
AND-n1493: 568.22 ps
NOR-n1494: 568.22 ps
NOT-n1495: 574.58 ps
NOT-n1496: 574.58 ps
NOT-n1497: 576.96 ps
NOT-n1498: 576.96 ps
NOT-n1499: 567.95 ps
NOT-n1500: 567.95 ps
NOT-n1501: 567.95 ps
NOT-n1502: 567.95 ps
AND-n1503: 574.58 ps
AND-n1504: 574.58 ps
AND-n1505: 576.96 ps
AND-n1506: 576.96 ps
AND-n1507: 567.95 ps
AND-n1508: 567.95 ps
AND-n1509: 567.95 ps
AND-n1510: 567.95 ps
NOR-n1511: 567.95 ps
BUFF-n1512: 702.80 ps
NAND-n1527: 723.22 ps
NAND-n1530: 728.77 ps
NOT-n1533: 740.44 ps
NOT-n1534: 745.99 ps
AND-n1535: 723.22 ps
AND-n1536: 522.98 ps
AND-n1537: 522.98 ps
AND-n1538: 723.22 ps
OR-n1539: 522.98 ps
NOT-n1540: 741.32 ps
OR-n1541: 741.32 ps
NAND-n1542: 717.62 ps
BUFF-n1545: 717.62 ps
BUFF-n1554: 762.85 ps
NAND-n1563: 789.50 ps
NAND-n1572: 744.27 ps
NOT-n1581: 702.80 ps
AND-n1582: 522.72 ps
AND-n1583: 522.72 ps
OR-n1584: 522.72 ps
NOT-n1585: 718.26 ps
AND-n1586: 538.18 ps
AND-n1587: 538.18 ps
OR-n1588: 538.18 ps
NOT-n1589: 736.75 ps
AND-n1590: 556.67 ps
AND-n1591: 556.67 ps
OR-n1592: 556.67 ps
NOT-n1593: 748.30 ps
AND-n1594: 568.22 ps
AND-n1595: 568.22 ps
OR-n1596: 568.22 ps
NOT-n1597: 748.03 ps
AND-n1598: 567.95 ps
AND-n1599: 567.95 ps
OR-n1600: 567.95 ps
NOT-n1601: 748.30 ps
AND-n1602: 568.22 ps
AND-n1603: 568.22 ps
OR-n1604: 568.22 ps
NOT-n1605: 748.03 ps
AND-n1606: 567.95 ps
AND-n1607: 567.95 ps
OR-n1608: 567.95 ps
NOT-n1609: 734.86 ps
NOT-n1610: 761.49 ps
AND-n1611: 717.88 ps
AND-n1612: 522.98 ps
NOT-n1613: 419.66 ps
AND-n1614: 419.66 ps
NAND-n1615: 419.66 ps
AND-n1616: 717.88 ps
NOR-n1617: 419.66 ps
NOT-n1618: 734.60 ps
NOT-n1619: 761.22 ps
AND-n1620: 717.62 ps
AND-n1621: 522.72 ps
NOT-n1622: 424.49 ps
AND-n1623: 424.49 ps
NAND-n1624: 424.49 ps
AND-n1625: 717.62 ps
NOR-n1626: 424.49 ps
NOT-n1627: 750.06 ps
NOT-n1628: 776.68 ps
AND-n1629: 733.08 ps
AND-n1630: 538.18 ps
NOT-n1631: 445.43 ps
AND-n1632: 445.43 ps
NAND-n1633: 445.43 ps
AND-n1634: 733.08 ps
NOR-n1635: 445.43 ps
NOT-n1636: 768.55 ps
NOT-n1637: 795.17 ps
AND-n1638: 751.57 ps
AND-n1639: 556.67 ps
NOT-n1640: 469.66 ps
AND-n1641: 469.66 ps
NAND-n1642: 469.66 ps
AND-n1643: 751.57 ps
NOR-n1644: 469.66 ps
NOT-n1645: 780.10 ps
NOT-n1646: 806.72 ps
AND-n1647: 763.12 ps
AND-n1648: 568.22 ps
NOT-n1649: 456.10 ps
AND-n1650: 456.10 ps
NAND-n1651: 456.10 ps
AND-n1652: 712.32 ps
NOR-n1653: 456.10 ps
NOT-n1654: 779.83 ps
NOT-n1655: 806.46 ps
AND-n1656: 762.85 ps
AND-n1657: 567.95 ps
NOT-n1658: 460.91 ps
AND-n1659: 460.91 ps
NAND-n1660: 460.91 ps
AND-n1661: 712.05 ps
NOR-n1662: 460.91 ps
NOT-n1663: 780.10 ps
NOT-n1664: 806.72 ps
AND-n1665: 763.12 ps
AND-n1666: 568.22 ps
NOT-n1667: 466.66 ps
AND-n1668: 466.66 ps
NAND-n1669: 466.66 ps
AND-n1670: 670.11 ps
NOR-n1671: 466.66 ps
NOT-n1672: 779.83 ps
NOT-n1673: 806.46 ps
AND-n1674: 762.85 ps
AND-n1675: 567.95 ps
NOT-n1676: 472.14 ps
AND-n1677: 472.14 ps
NAND-n1678: 472.14 ps
AND-n1679: 679.53 ps
NOR-n1680: 472.14 ps
BUFF-n1681: 115.01 ps
INP-n1698: 131.53 ps
OR-n1699: 131.53 ps
NOT-n1716: 233.21 ps
NOT-n1717: 249.72 ps
AND-n1718: 217.12 ps
AND-n1719: 233.21 ps
AND-n1720: 249.72 ps
AND-n1721: 217.12 ps
OR-n1722: 217.12 ps
NOT-n1723: 177.61 ps
NOT-n1724: 194.13 ps
AND-n1725: 161.53 ps
AND-n1726: 177.61 ps
AND-n1727: 194.13 ps
AND-n1728: 161.53 ps
OR-n1729: 161.53 ps
NOT-n1730: 194.74 ps
NOT-n1731: 211.26 ps
AND-n1732: 178.65 ps
AND-n1733: 194.74 ps
AND-n1734: 211.26 ps
AND-n1735: 178.65 ps
OR-n1736: 178.65 ps
NOT-n1737: 191.99 ps
NOT-n1738: 208.51 ps
AND-n1739: 175.90 ps
AND-n1740: 191.99 ps
AND-n1741: 208.51 ps
AND-n1742: 175.90 ps
OR-n1743: 175.90 ps
NOT-n1744: 131.10 ps
NOT-n1745: 147.61 ps
AND-n1746: 115.01 ps
AND-n1747: 131.10 ps
AND-n1748: 147.61 ps
AND-n1749: 115.01 ps
OR-n1750: 115.01 ps
NOT-n1751: 137.83 ps
NOT-n1752: 154.34 ps
AND-n1753: 121.74 ps
AND-n1754: 137.83 ps
AND-n1755: 154.34 ps
AND-n1756: 121.74 ps
OR-n1757: 121.74 ps
NOT-n1758: 145.25 ps
NOT-n1759: 161.77 ps
AND-n1760: 129.17 ps
AND-n1761: 145.25 ps
AND-n1762: 161.77 ps
AND-n1763: 129.17 ps
OR-n1764: 129.17 ps
NOT-n1765: 179.49 ps
NOT-n1766: 196.00 ps
AND-n1767: 163.40 ps
AND-n1768: 179.49 ps
AND-n1769: 196.00 ps
AND-n1770: 163.40 ps
OR-n1771: 163.40 ps
NOT-n1772: 157.19 ps
OR-n1773: 157.19 ps
NOT-n1790: 176.45 ps
AND-n1791: 176.45 ps
BUFF-n1794: 179.24 ps
NOT-n1799: 176.45 ps
NOT-n1808: 222.97 ps
AND-n1809: 222.97 ps
BUFF-n1812: 225.76 ps
NOT-n1817: 222.97 ps
NAND-n1826: 177.30 ps
NAND-n1827: 177.30 ps
NOT-n1828: 306.03 ps
OR-n1829: 306.03 ps
AND-n1834: 177.30 ps
NOT-n1851: 286.68 ps
AND-n1852: 250.49 ps
AND-n1853: 235.36 ps
NOR-n1856: 269.20 ps
AND-n1859: 250.49 ps
OR-n1862: 239.76 ps
NOR-n1866: 235.36 ps
NOT-n1870: 300.22 ps
AND-n1871: 278.56 ps
AND-n1872: 278.56 ps
AND-n1873: 217.12 ps
OR-n1874: 217.12 ps
BUFF-n1877: 217.12 ps
NOT-n1880: 226.35 ps
AND-n1883: 217.12 ps
AND-n1886: 226.35 ps
AND-n1889: 234.34 ps
AND-n1890: 225.10 ps
NOT-n1891: 252.23 ps
OR-n1892: 342.79 ps
NOR-n1893: 217.12 ps
OR-n1894: 225.10 ps
AND-n1895: 217.12 ps
NOT-n1901: 231.10 ps
AND-n1902: 194.91 ps
AND-n1903: 179.78 ps
NOR-n1906: 213.62 ps
AND-n1909: 194.91 ps
OR-n1912: 184.16 ps
NOR-n1916: 179.78 ps
NOT-n1920: 244.63 ps
AND-n1921: 222.97 ps
AND-n1922: 222.97 ps
AND-n1923: 161.53 ps
OR-n1924: 161.53 ps
BUFF-n1927: 161.53 ps
NOT-n1930: 170.76 ps
AND-n1933: 161.53 ps
AND-n1936: 170.76 ps
AND-n1939: 178.76 ps
AND-n1940: 169.52 ps
NOT-n1941: 196.65 ps
OR-n1942: 325.46 ps
NOR-n1945: 161.53 ps
OR-n1946: 169.52 ps
AND-n1947: 161.53 ps
NOT-n1952: 248.24 ps
AND-n1953: 212.05 ps
AND-n1954: 196.91 ps
NOR-n1957: 230.75 ps
