Circuit delay: 3456.03 ps

Gate slacks:
NAND-n79: 3108.80 ps
INP-n80: 3672.74 ps
NAND-n81: 3108.80 ps
INP-n82: 3672.74 ps
NAND-n83: 3108.80 ps
INP-n84: 3672.74 ps
NAND-n85: 3108.80 ps
INP-n86: 3672.74 ps
NAND-n87: 3108.80 ps
INP-n88: 3672.74 ps
NAND-n89: 3108.80 ps
INP-n90: 3710.73 ps
NAND-n91: 3108.80 ps
INP-n92: 3561.79 ps
NAND-n93: 3108.80 ps
INP-n94: 3561.79 ps
NAND-n95: 3108.80 ps
INP-n96: 3561.79 ps
NAND-n97: 3108.80 ps
INP-n98: 3561.79 ps
NAND-n99: 3108.80 ps
INP-n100: 3561.79 ps
NAND-n101: 3108.80 ps
INP-n102: 3561.79 ps
NAND-n103: 3108.80 ps
INP-n104: 3561.79 ps
NAND-n105: 3108.80 ps
INP-n106: 3510.24 ps
NAND-n107: 3108.80 ps
INP-n108: 3582.94 ps
NAND-n109: 3108.80 ps
INP-n110: 3582.94 ps
NAND-n111: 3108.80 ps
INP-n112: 3582.94 ps
NAND-n113: 3108.80 ps
INP-n114: 3582.94 ps
NAND-n115: 3108.80 ps
INP-n116: 3582.94 ps
NAND-n117: 3108.80 ps
INP-n118: 3582.94 ps
NAND-n119: 3108.80 ps
INP-n120: 3582.94 ps
NAND-n121: 3108.80 ps
INP-n122: 3588.66 ps
NAND-n123: 3108.80 ps
INP-n124: 3545.95 ps
NAND-n125: 3256.43 ps
INP-n126: 3545.95 ps
NAND-n127: 3256.43 ps
INP-n128: 3545.95 ps
NAND-n129: 3256.43 ps
INP-n130: 3545.95 ps
NAND-n131: 3256.43 ps
INP-n132: 3545.95 ps
NAND-n133: 3256.43 ps
INP-n134: 3545.95 ps
NAND-n135: 3256.43 ps
INP-n136: 3545.95 ps
NAND-n137: 3256.43 ps
INP-n138: 3545.95 ps
NAND-n139: 3256.43 ps
INP-n140: 3673.33 ps
NAND-n141: 3256.43 ps
INP-n142: 3673.33 ps
NAND-n143: 3256.43 ps
INP-n144: 3673.33 ps
NAND-n145: 3256.43 ps
INP-n146: 3673.33 ps
NAND-n147: 3256.43 ps
INP-n148: 3673.33 ps
NAND-n149: 3256.43 ps
INP-n150: 3673.33 ps
NAND-n151: 3256.43 ps
INP-n152: 3673.33 ps
NAND-n153: 3256.43 ps
INP-n154: 3711.21 ps
NAND-n155: 3256.43 ps
INP-n156: 3562.22 ps
NAND-n157: 3256.43 ps
INP-n158: 3562.22 ps
NAND-n159: 3256.43 ps
INP-n160: 3562.22 ps
NAND-n161: 3256.43 ps
INP-n162: 3562.22 ps
NAND-n163: 3256.43 ps
INP-n164: 3562.22 ps
NAND-n165: 3256.43 ps
INP-n166: 3562.22 ps
NAND-n167: 3256.43 ps
INP-n168: 3562.22 ps
NAND-n169: 3256.43 ps
INP-n170: 3562.22 ps
NAND-n171: 3256.43 ps
INP-n172: 3589.09 ps
NAND-n173: 3256.43 ps
INP-n174: 3589.09 ps
NAND-n175: 3256.43 ps
INP-n176: 3589.09 ps
NAND-n177: 3256.43 ps
INP-n178: 3589.09 ps
NAND-n179: 3256.43 ps
INP-n180: 3589.09 ps
NAND-n181: 3256.43 ps
INP-n182: 3589.09 ps
NAND-n183: 3256.43 ps
INP-n184: 3589.09 ps
NAND-n185: 3256.43 ps
INP-n186: 3589.09 ps
NAND-n187: 3256.43 ps
INP-n188: 3115.74 ps
NAND-n189: 3323.82 ps
INP-n190: 3115.74 ps
NAND-n191: 3256.43 ps
INP-n192: 3115.74 ps
NAND-n193: 3389.75 ps
INP-n194: 3122.20 ps
NAND-n195: 3108.80 ps
INP-n196: 3545.33 ps
NAND-n197: 3108.80 ps
INP-n198: 3545.33 ps
NAND-n199: 3108.80 ps
INP-n200: 3545.33 ps
NAND-n201: 3108.80 ps
INP-n202: 3545.33 ps
NAND-n203: 3108.80 ps
INP-n204: 3545.33 ps
NAND-n205: 3108.80 ps
INP-n206: 3545.33 ps
NAND-n207: 3108.80 ps
INP-n208: 3545.33 ps
NAND-n209: 3108.80 ps
INP-n210: 3492.96 ps
NAND-n211: 3108.80 ps
INP-n212: 3672.74 ps
NAND-n213: 3108.80 ps
INP-n214: 3672.74 ps
NAND-n215: 3108.80 ps
INP-n216: 3672.74 ps
NAND-n217: 3108.80 ps
INP-n218: 3672.74 ps
NAND-n219: 3108.80 ps
INP-n220: 3672.74 ps
NAND-n221: 3108.80 ps
INP-n222: 3672.74 ps
NAND-n223: 3108.80 ps
INP-n224: 3672.74 ps
NAND-n225: 3108.80 ps
INP-n226: 3710.73 ps
NAND-n227: 3108.80 ps
INP-n228: 3561.79 ps
NAND-n229: 3108.80 ps
INP-n230: 3561.79 ps
NAND-n231: 3108.80 ps
INP-n232: 3561.79 ps
NAND-n233: 3108.80 ps
INP-n234: 3561.79 ps
NAND-n235: 3108.80 ps
INP-n236: 3561.79 ps
NAND-n237: 3108.80 ps
INP-n238: 3561.79 ps
NAND-n239: 3108.80 ps
INP-n240: 3561.79 ps
NAND-n241: 3108.80 ps
INP-n242: 3510.24 ps
NAND-n243: 3108.80 ps
INP-n244: 3582.94 ps
NAND-n245: 3108.80 ps
INP-n246: 3582.94 ps
NAND-n247: 3108.80 ps
INP-n248: 3582.94 ps
NAND-n249: 3108.80 ps
INP-n250: 3582.94 ps
NAND-n251: 3108.80 ps
INP-n252: 3582.94 ps
NAND-n253: 3108.80 ps
INP-n254: 3582.94 ps
NAND-n255: 3108.80 ps
INP-n256: 3582.94 ps
NAND-n257: 3108.80 ps
INP-n258: 3588.66 ps
NAND-n259: 3108.80 ps
INP-n260: 3545.95 ps
NAND-n261: 3256.43 ps
INP-n262: 3545.95 ps
NAND-n263: 3256.43 ps
INP-n264: 3545.95 ps
NAND-n265: 3256.43 ps
INP-n266: 3545.95 ps
NAND-n267: 3256.43 ps
INP-n268: 3545.95 ps
NAND-n269: 3256.43 ps
INP-n270: 3545.95 ps
NAND-n271: 3256.43 ps
INP-n272: 3545.95 ps
NAND-n273: 3256.43 ps
INP-n274: 3545.95 ps
NAND-n275: 3256.43 ps
INP-n276: 3673.33 ps
NAND-n277: 3256.43 ps
INP-n278: 3673.33 ps
NAND-n279: 3256.43 ps
INP-n280: 3673.33 ps
NAND-n281: 3256.43 ps
INP-n282: 3673.33 ps
NAND-n283: 3256.43 ps
INP-n284: 3673.33 ps
NAND-n285: 3256.43 ps
INP-n286: 3673.33 ps
NAND-n287: 3256.43 ps
INP-n288: 3673.33 ps
NAND-n289: 3256.43 ps
INP-n290: 3711.21 ps
NAND-n291: 3256.43 ps
INP-n292: 3562.22 ps
NAND-n293: 3256.43 ps
INP-n294: 3562.22 ps
NAND-n295: 3256.43 ps
INP-n296: 3562.22 ps
NAND-n297: 3256.43 ps
INP-n298: 3562.22 ps
NAND-n299: 3256.43 ps
INP-n300: 3562.22 ps
NAND-n301: 3256.43 ps
INP-n302: 3562.22 ps
NAND-n303: 3256.43 ps
INP-n304: 3562.22 ps
NAND-n305: 3256.43 ps
INP-n306: 3562.22 ps
NAND-n307: 3256.43 ps
INP-n308: 3589.09 ps
NAND-n309: 3256.43 ps
INP-n310: 3589.09 ps
NAND-n311: 3256.43 ps
INP-n312: 3589.09 ps
NAND-n313: 3256.43 ps
INP-n314: 3589.09 ps
NAND-n315: 3256.43 ps
INP-n316: 3589.09 ps
NAND-n317: 3256.43 ps
INP-n318: 3589.09 ps
NAND-n319: 3256.43 ps
INP-n320: 3589.09 ps
NAND-n321: 3256.43 ps
INP-n322: 3589.09 ps
NAND-n323: 3256.43 ps
INP-n324: 3115.74 ps
NAND-n325: 3323.82 ps
INP-n326: 3115.74 ps
NAND-n327: 3256.43 ps
INP-n328: 3115.74 ps
NAND-n329: 3389.75 ps
INP-n330: 3115.74 ps
NAND-n331: 3108.80 ps
INP-n332: 1765.39 ps
NAND-n333: 3357.62 ps
INP-n334: 1740.47 ps
NAND-n335: 3357.62 ps
INP-n336: 1765.39 ps
NAND-n337: 3357.62 ps
INP-n338: 1740.47 ps
NAND-n339: 3357.62 ps
INP-n340: 1740.47 ps
NAND-n341: 3357.62 ps
INP-n342: 1740.47 ps
NAND-n343: 3357.62 ps
INP-n344: 1740.47 ps
NAND-n345: 3357.62 ps
INP-n346: 1765.39 ps
NAND-n347: 3357.62 ps
INP-n348: 1765.39 ps
NAND-n349: 3357.62 ps
INP-n350: 1765.39 ps
NAND-n351: 3357.62 ps
INP-n352: 1740.47 ps
NAND-n353: 3357.62 ps
INP-n354: 1740.47 ps
NAND-n355: 3357.62 ps
INP-n356: 1740.47 ps
NAND-n357: 3357.62 ps
INP-n358: 1740.47 ps
NAND-n359: 3357.62 ps
INP-n360: 1765.39 ps
NAND-n361: 3357.62 ps
INP-n362: 1765.39 ps
NAND-n363: 3357.62 ps
INP-n364: 1765.39 ps
NAND-n365: 3357.62 ps
INP-n366: 1740.47 ps
NAND-n367: 3357.62 ps
INP-n368: 1740.47 ps
NAND-n369: 3357.62 ps
INP-n370: 1740.47 ps
NAND-n371: 3357.62 ps
INP-n372: 1765.39 ps
NAND-n373: 3357.62 ps
INP-n374: 1765.39 ps
NAND-n375: 3357.62 ps
INP-n376: 1740.47 ps
NAND-n377: 3357.62 ps
INP-n378: 1740.47 ps
NAND-n379: 3357.62 ps
INP-n380: 1740.47 ps
NAND-n381: 3357.62 ps
INP-n382: 1740.47 ps
NAND-n383: 3357.62 ps
INP-n384: 1765.39 ps
NAND-n385: 3357.62 ps
INP-n386: 1765.39 ps
NAND-n387: 3357.62 ps
INP-n388: 1877.63 ps
NAND-n389: 3357.62 ps
INP-n390: 2217.16 ps
NAND-n391: 3357.62 ps
INP-n392: 2267.44 ps
NAND-n393: 3357.62 ps
INP-n394: 1775.54 ps
NAND-n395: 3357.62 ps
INP-n396: 3073.50 ps
NAND-n397: 3207.45 ps
INP-n398: 3086.90 ps
NAND-n399: 3207.45 ps
INP-n400: 2980.53 ps
AND-n401: 3233.96 ps
INP-n402: 2980.53 ps
AND-n403: 3233.96 ps
INP-n404: 2980.53 ps
AND-n405: 3233.96 ps
INP-n406: 2980.53 ps
AND-n407: 3233.96 ps
INP-n408: 2980.53 ps
AND-n409: 3233.96 ps
INP-n410: 3019.73 ps
AND-n411: 3233.96 ps
INP-n412: 3019.73 ps
AND-n413: 3233.96 ps
INP-n414: 3019.73 ps
AND-n415: 3233.96 ps
INP-n416: 2980.53 ps
AND-n417: 3233.96 ps
INP-n418: 2980.53 ps
AND-n419: 3233.96 ps
INP-n420: 2980.53 ps
AND-n421: 3233.96 ps
INP-n422: 2980.53 ps
AND-n423: 3233.96 ps
INP-n424: 2980.53 ps
AND-n425: 3233.96 ps
INP-n426: 2980.53 ps
AND-n427: 3233.96 ps
INP-n428: 2980.53 ps
AND-n429: 3233.96 ps
INP-n430: 2980.53 ps
AND-n431: 3233.96 ps
INP-n432: 2980.53 ps
AND-n433: 3233.96 ps
INP-n434: 2980.53 ps
AND-n435: 3233.96 ps
INP-n436: 2980.53 ps
AND-n437: 3233.96 ps
INP-n438: 2980.53 ps
AND-n439: 3233.96 ps
INP-n440: 3019.73 ps
AND-n441: 3233.96 ps
INP-n442: 3019.73 ps
AND-n443: 3233.96 ps
INP-n444: 3019.73 ps
AND-n445: 3233.96 ps
INP-n446: 2980.53 ps
AND-n447: 3233.96 ps
INP-n448: 2980.53 ps
AND-n449: 3233.96 ps
INP-n450: 2980.53 ps
AND-n451: 3233.96 ps
INP-n452: 2980.53 ps
AND-n453: 3233.96 ps
INP-n454: 2980.53 ps
AND-n455: 3233.96 ps
INP-n456: 2980.53 ps
AND-n457: 3233.96 ps
INP-n458: 2980.53 ps
AND-n459: 3233.96 ps
INP-n460: 2608.42 ps
NAND-n461: 2635.07 ps
INP-n462: 2629.19 ps
NAND-n463: 2635.07 ps
INP-n464: 2591.49 ps
NAND-n465: 2635.07 ps
INP-n466: 2561.52 ps
NAND-n467: 2635.07 ps
INP-n468: 2647.77 ps
NAND-n469: 2632.55 ps
INP-n470: 2577.10 ps
NAND-n471: 2586.86 ps
INP-n472: 2608.29 ps
NAND-n473: 2573.14 ps
INP-n474: 2693.15 ps
NAND-n475: 2581.04 ps
INP-n476: 2690.82 ps
NAND-n477: 2567.32 ps
INP-n478: 2738.48 ps
NAND-n479: 2541.84 ps
INP-n480: 2656.43 ps
NAND-n481: 2496.15 ps
INP-n482: 2721.75 ps
NAND-n483: 2479.50 ps
INP-n484: 2817.98 ps
NAND-n485: 2439.00 ps
INP-n486: 2849.97 ps
NAND-n487: 2401.85 ps
INP-n488: 2888.70 ps
NAND-n489: 2364.70 ps
INP-n490: 2840.11 ps
NAND-n491: 2327.54 ps
INP-n492: 2879.42 ps
NAND-n493: 2293.75 ps
INP-n494: 2970.16 ps
NAND-n495: 2256.60 ps
INP-n496: 3066.52 ps
NAND-n497: 2219.44 ps
INP-n498: 3009.80 ps
NAND-n499: 2178.94 ps
INP-n500: 3056.88 ps
NAND-n501: 2141.79 ps
INP-n502: 3024.24 ps
NAND-n503: 2104.64 ps
INP-n504: 2995.24 ps
NAND-n505: 2067.49 ps
INP-n506: 2975.76 ps
NAND-n507: 2033.69 ps
INP-n508: 2990.24 ps
NAND-n509: 1996.54 ps
INP-n510: 2961.90 ps
NAND-n511: 1959.39 ps
INP-n512: 3037.31 ps
NAND-n513: 1922.24 ps
INP-n514: 3012.26 ps
NAND-n515: 1885.09 ps
INP-n516: 3048.74 ps
NAND-n517: 1847.94 ps
INP-n518: 3071.77 ps
NAND-n519: 1810.79 ps
INP-n520: 2842.07 ps
NAND-n521: 1797.39 ps
INP-n522: 2829.64 ps
NAND-n523: 1740.47 ps
INP-n524: 2608.42 ps
NAND-n525: 2635.07 ps
INP-n526: 2629.19 ps
NAND-n527: 2635.07 ps
INP-n528: 2591.49 ps
NAND-n529: 2635.07 ps
INP-n530: 2561.52 ps
NAND-n531: 2635.07 ps
INP-n532: 2647.77 ps
NAND-n533: 2632.55 ps
INP-n534: 2577.10 ps
NAND-n535: 2586.86 ps
INP-n536: 2608.29 ps
NAND-n537: 2573.14 ps
INP-n538: 2693.15 ps
NAND-n539: 2581.04 ps
INP-n540: 2690.82 ps
NAND-n541: 2567.32 ps
INP-n542: 2738.48 ps
NAND-n543: 2541.84 ps
INP-n544: 2656.43 ps
NAND-n545: 2496.15 ps
INP-n546: 2721.75 ps
NAND-n547: 2479.50 ps
INP-n548: 2817.98 ps
NAND-n549: 2439.00 ps
INP-n550: 2849.97 ps
NAND-n551: 2401.85 ps
INP-n552: 2888.70 ps
NAND-n553: 2364.70 ps
INP-n554: 2840.11 ps
NAND-n555: 2327.54 ps
INP-n556: 2879.42 ps
NAND-n557: 2293.75 ps
INP-n558: 2970.16 ps
NAND-n559: 2256.60 ps
INP-n560: 3066.52 ps
NAND-n561: 2219.44 ps
INP-n562: 3009.80 ps
NAND-n563: 2178.94 ps
INP-n564: 3056.88 ps
NAND-n565: 2141.79 ps
INP-n566: 3024.24 ps
NAND-n567: 2104.64 ps
INP-n568: 2995.24 ps
NAND-n569: 2067.49 ps
INP-n570: 2975.76 ps
NAND-n571: 2033.69 ps
INP-n572: 2990.24 ps
NAND-n573: 1996.54 ps
INP-n574: 2961.90 ps
NAND-n575: 1959.39 ps
INP-n576: 3037.31 ps
NAND-n577: 1922.24 ps
INP-n578: 3012.26 ps
NAND-n579: 1885.09 ps
INP-n580: 3048.74 ps
NAND-n581: 1847.94 ps
INP-n582: 3071.77 ps
NAND-n583: 1810.79 ps
INP-n584: 2842.07 ps
NAND-n585: 1797.39 ps
INP-n586: 2829.64 ps
NAND-n587: 1740.47 ps
INP-n588: 2608.42 ps
NAND-n589: 2433.60 ps
INP-n590: 2629.19 ps
NAND-n591: 2433.60 ps
INP-n592: 2591.49 ps
NAND-n593: 2433.60 ps
INP-n594: 2561.52 ps
NAND-n595: 2433.60 ps
INP-n596: 2647.77 ps
NAND-n597: 2433.60 ps
INP-n598: 2577.10 ps
NAND-n599: 2433.60 ps
INP-n600: 2608.29 ps
NAND-n601: 2433.60 ps
INP-n602: 2693.15 ps
NAND-n603: 2433.60 ps
INP-n604: 2690.82 ps
NAND-n605: 2433.60 ps
INP-n606: 2738.48 ps
NAND-n607: 2433.60 ps
INP-n608: 2656.43 ps
NAND-n609: 2433.60 ps
INP-n610: 2721.75 ps
NAND-n611: 2433.60 ps
INP-n612: 2817.98 ps
NAND-n613: 2433.60 ps
INP-n614: 2849.97 ps
NAND-n615: 2433.60 ps
INP-n616: 2888.70 ps
NAND-n617: 2398.39 ps
INP-n618: 2840.11 ps
NAND-n619: 2361.24 ps
INP-n620: 2879.42 ps
NAND-n621: 2324.09 ps
INP-n622: 2970.16 ps
NAND-n623: 2286.94 ps
INP-n624: 3066.52 ps
NAND-n625: 2249.79 ps
INP-n626: 3009.80 ps
NAND-n627: 2212.63 ps
INP-n628: 3056.88 ps
NAND-n629: 2175.48 ps
INP-n630: 3024.24 ps
NAND-n631: 2138.33 ps
INP-n632: 2995.24 ps
NAND-n633: 2101.18 ps
INP-n634: 2975.76 ps
NAND-n635: 2064.03 ps
INP-n636: 2990.24 ps
NAND-n637: 2026.88 ps
INP-n638: 2961.90 ps
NAND-n639: 1989.73 ps
INP-n640: 3037.31 ps
NAND-n641: 1952.58 ps
INP-n642: 3012.26 ps
NAND-n643: 1915.43 ps
INP-n644: 3048.74 ps
NAND-n645: 1878.28 ps
INP-n646: 3071.77 ps
NAND-n647: 1841.13 ps
INP-n648: 2842.07 ps
NAND-n649: 1830.80 ps
INP-n650: 2829.64 ps
NAND-n651: 1799.11 ps
INP-n652: 3694.13 ps
NAND-n653: 2818.69 ps
INP-n654: 3562.00 ps
NAND-n655: 2818.69 ps
INP-n656: 3556.16 ps
NAND-n657: 2818.69 ps
INP-n658: 3416.31 ps
NAND-n659: 2818.69 ps
INP-n660: 3411.57 ps
NAND-n661: 2818.69 ps
INP-n662: 3317.46 ps
NAND-n663: 2818.69 ps
INP-n664: 3222.69 ps
NAND-n665: 2818.69 ps
INP-n666: 3127.37 ps
NAND-n667: 2818.69 ps
INP-n668: 3075.91 ps
NAND-n669: 2818.69 ps
INP-n670: 2974.81 ps
NAND-n671: 2818.69 ps
INP-n672: 2842.99 ps
NAND-n673: 2818.69 ps
INP-n674: 2778.65 ps
NAND-n675: 2818.69 ps
INP-n676: 2684.19 ps
NAND-n677: 2818.69 ps
INP-n678: 2582.19 ps
NAND-n679: 2829.97 ps
INP-n680: 2487.23 ps
NAND-n681: 2829.97 ps
INP-n682: 2398.44 ps
NAND-n683: 2829.97 ps
INP-n684: 2303.87 ps
NAND-n685: 2829.97 ps
INP-n686: 2189.76 ps
NAND-n687: 2829.97 ps
INP-n688: 2048.91 ps
NAND-n689: 2829.97 ps
INP-n690: 2051.45 ps
NAND-n691: 2829.97 ps
INP-n692: -300.74 ps
NAND-n693: 2934.86 ps
INP-n694: -300.74 ps
NAND-n695: 2934.86 ps
INP-n696: -300.74 ps
NAND-n697: 2934.86 ps
INP-n698: -349.99 ps
NAND-n699: 2934.86 ps
INP-n700: -349.99 ps
NAND-n701: 2934.86 ps
INP-n702: -300.74 ps
NAND-n703: 2934.86 ps
INP-n704: -349.99 ps
NAND-n705: 2934.86 ps
INP-n706: -349.99 ps
NAND-n707: 2934.86 ps
INP-n708: -349.99 ps
NAND-n709: 2934.86 ps
INP-n710: -349.99 ps
NAND-n711: 2934.86 ps
INP-n712: -300.74 ps
NAND-n713: 2934.86 ps
INP-n714: -300.74 ps
NAND-n715: 2934.86 ps
INP-n716: -349.99 ps
NAND-n717: 2934.86 ps
INP-n718: -349.99 ps
NAND-n719: 2934.86 ps
INP-n720: -300.74 ps
NAND-n721: 2934.86 ps
INP-n722: -300.74 ps
NAND-n723: 2934.86 ps
INP-n724: -349.99 ps
NAND-n725: 2934.86 ps
INP-n726: -349.99 ps
NAND-n727: 2934.86 ps
INP-n728: -349.99 ps
NAND-n729: 2934.86 ps
INP-n730: -300.74 ps
NAND-n731: 2922.26 ps
INP-n732: -349.99 ps
NAND-n733: 2906.88 ps
INP-n734: -300.74 ps
NAND-n735: 2840.46 ps
INP-n736: -349.99 ps
NAND-n737: 2777.43 ps
INP-n738: -349.99 ps
NAND-n739: 2777.04 ps
INP-n740: -349.99 ps
NAND-n741: 2758.28 ps
INP-n742: -300.74 ps
NAND-n743: 2699.36 ps
INP-n744: -300.74 ps
NAND-n745: 2658.09 ps
INP-n746: -349.99 ps
NAND-n747: 2606.72 ps
INP-n748: -213.38 ps
NAND-n749: 2568.10 ps
INP-n750: -183.55 ps
NAND-n751: 2663.83 ps
INP-n752: -183.55 ps
NAND-n753: 2934.86 ps
INP-n754: -157.79 ps
NAND-n755: 2934.86 ps
INP-n756: 2735.90 ps
NAND-n757: 2134.09 ps
INP-n758: 2542.51 ps
NAND-n759: 2288.37 ps
INP-n760: 2951.16 ps
NAND-n761: 1954.85 ps
INP-n762: 2208.15 ps
NAND-n763: 2556.99 ps
INP-n764: 2653.96 ps
NAND-n765: 2203.31 ps
INP-n766: 2592.58 ps
NAND-n767: 2658.59 ps
INP-n768: 2393.90 ps
NAND-n769: 2367.77 ps
INP-n770: 2802.56 ps
NAND-n771: 2118.24 ps
INP-n772: 2468.20 ps
NAND-n773: 2294.84 ps
INP-n774: 2728.26 ps
NAND-n775: 2112.25 ps
INP-n776: 2609.52 ps
NAND-n777: 2729.81 ps
INP-n778: 2319.60 ps
NAND-n779: 2477.76 ps
INP-n780: 2134.09 ps
NAND-n781: 2619.05 ps
INP-n782: 2876.86 ps
NAND-n783: 2027.87 ps
INP-n784: 2616.81 ps
NAND-n785: 2209.63 ps
INP-n786: 2171.00 ps
NAND-n787: 2581.26 ps
INP-n788: 2579.66 ps
NAND-n789: 2236.85 ps
INP-n790: 2914.01 ps
NAND-n791: 1982.08 ps
INP-n792: 2431.05 ps
NAND-n793: 2322.07 ps
INP-n794: 2765.41 ps
NAND-n795: 2085.02 ps
INP-n796: 2630.28 ps
NAND-n797: 2710.11 ps
INP-n798: 2282.45 ps
NAND-n799: 2523.44 ps
INP-n800: 3017.31 ps
NAND-n801: 2005.18 ps
INP-n802: 2691.11 ps
NAND-n803: 2157.95 ps
INP-n804: 2134.09 ps
NAND-n805: 2631.37 ps
INP-n806: 2356.75 ps
NAND-n807: 2413.12 ps
INP-n808: 2839.71 ps
NAND-n809: 2078.55 ps
INP-n810: 2505.36 ps
NAND-n811: 2328.06 ps
INP-n812: 2980.43 ps
NAND-n813: 1987.86 ps
INP-n814: 2245.30 ps
NAND-n815: 2529.76 ps
INP-n816: 3126.58 ps
NOT-n817: 3312.35 ps
INP-n818: 3093.31 ps
NAND-n819: 3184.81 ps
INP-n820: 1996.88 ps
NOT-n821: 2894.11 ps
INP-n822: 1927.25 ps
NAND-n823: 3357.62 ps
INP-n824: 1927.25 ps
NAND-n825: 3357.62 ps
INP-n826: 1927.25 ps
NAND-n827: 3357.62 ps
INP-n828: 1927.25 ps
NAND-n829: 3357.62 ps
INP-n830: 1927.25 ps
NAND-n831: 3357.62 ps
INP-n832: 1927.25 ps
NAND-n833: 3357.62 ps
INP-n834: 1927.25 ps
NAND-n835: 3357.62 ps
INP-n836: 1927.25 ps
NAND-n837: 3357.62 ps
INP-n838: 1927.25 ps
NAND-n839: 3357.62 ps
INP-n840: 1927.25 ps
NAND-n841: 3357.62 ps
INP-n842: 1927.25 ps
NAND-n843: 3357.62 ps
INP-n844: 1927.25 ps
NAND-n845: 3357.62 ps
INP-n846: 1927.25 ps
NAND-n847: 3357.62 ps
INP-n848: 1927.25 ps
NAND-n849: 3357.62 ps
INP-n850: 1927.25 ps
NAND-n851: 3357.62 ps
INP-n852: 1927.25 ps
NAND-n853: 3357.62 ps
INP-n854: 1927.25 ps
NAND-n855: 3357.62 ps
INP-n856: 2011.22 ps
NAND-n857: 3357.62 ps
INP-n858: 2011.22 ps
NAND-n859: 3357.62 ps
INP-n860: 2011.22 ps
NAND-n861: 3357.62 ps
INP-n862: 2011.22 ps
NAND-n863: 3357.62 ps
INP-n864: 2011.22 ps
NAND-n865: 3357.62 ps
INP-n866: 2011.22 ps
NAND-n867: 3357.62 ps
INP-n868: 2011.22 ps
NAND-n869: 3357.62 ps
INP-n870: 2011.22 ps
NAND-n871: 3341.43 ps
INP-n872: 2061.97 ps
NAND-n873: 3357.62 ps
INP-n874: 2061.97 ps
NAND-n875: 3357.62 ps
INP-n876: 2061.97 ps
NAND-n877: 3357.62 ps
INP-n878: 2131.30 ps
NAND-n879: 3357.62 ps
INP-n880: 2221.24 ps
NAND-n881: 3357.62 ps
INP-n882: 2305.96 ps
NAND-n883: 3357.62 ps
INP-n884: 2028.87 ps
NAND-n885: 3357.62 ps
INP-n886: 3073.50 ps
NAND-n887: 3055.05 ps
INP-n888: 3086.90 ps
NAND-n889: 3055.05 ps
INP-n890: 2980.53 ps
AND-n891: 3081.56 ps
INP-n892: 2980.53 ps
AND-n893: 3081.56 ps
INP-n894: 2980.53 ps
AND-n895: 3081.56 ps
INP-n896: 2980.53 ps
AND-n897: 3081.56 ps
INP-n898: 2980.53 ps
AND-n899: 3081.56 ps
INP-n900: 3019.73 ps
AND-n901: 3081.56 ps
INP-n902: 3019.73 ps
AND-n903: 3081.56 ps
INP-n904: 3019.73 ps
AND-n905: 3081.56 ps
