Circuit delay: 3219.76 ps

Gate slacks:
NAND-n122: 2754.01 ps
INP-n123: 2695.48 ps
AND-n124: 2780.52 ps
INP-n125: 2695.48 ps
AND-n126: 2780.52 ps
INP-n127: 2695.48 ps
AND-n128: 2780.52 ps
INP-n129: 2695.48 ps
AND-n130: 2780.52 ps
INP-n131: 2695.48 ps
AND-n132: 2780.52 ps
INP-n133: 2734.69 ps
AND-n134: 2780.52 ps
INP-n135: 2734.69 ps
AND-n136: 2780.52 ps
INP-n137: 2734.69 ps
AND-n138: 2780.52 ps
INP-n139: 2695.48 ps
AND-n140: 2780.52 ps
INP-n141: 2695.48 ps
AND-n142: 2780.52 ps
INP-n143: 2695.48 ps
AND-n144: 2780.52 ps
INP-n145: 2695.48 ps
AND-n146: 2780.52 ps
INP-n147: 2695.48 ps
AND-n148: 2780.52 ps
INP-n149: 2695.48 ps
AND-n150: 2780.52 ps
INP-n151: 2695.48 ps
AND-n152: 2780.52 ps
INP-n153: 2695.48 ps
AND-n154: 2780.52 ps
INP-n155: 2695.48 ps
AND-n156: 2780.52 ps
INP-n157: 2695.48 ps
AND-n158: 2780.52 ps
INP-n159: 2695.48 ps
AND-n160: 2780.52 ps
INP-n161: 2695.48 ps
AND-n162: 2780.52 ps
INP-n163: 2734.69 ps
AND-n164: 2780.52 ps
INP-n165: 2734.69 ps
AND-n166: 2780.52 ps
INP-n167: 2734.69 ps
AND-n168: 2780.52 ps
INP-n169: 2695.48 ps
AND-n170: 2780.52 ps
INP-n171: 2695.48 ps
AND-n172: 2780.52 ps
INP-n173: 2695.48 ps
AND-n174: 2780.52 ps
INP-n175: 2695.48 ps
AND-n176: 2780.52 ps
INP-n177: 2695.48 ps
AND-n178: 2780.52 ps
INP-n179: 2695.48 ps
AND-n180: 2780.52 ps
INP-n181: 2695.48 ps
AND-n182: 2780.52 ps
INP-n183: 2121.44 ps
NAND-n184: 1406.37 ps
INP-n185: 2111.01 ps
NAND-n186: 1339.22 ps
INP-n187: 2008.86 ps
NAND-n188: 1271.64 ps
INP-n189: 1965.14 ps
NAND-n190: 1185.00 ps
INP-n191: 2122.38 ps
NAND-n192: 1158.17 ps
INP-n193: 1993.32 ps
NAND-n194: 1112.48 ps
INP-n195: 2053.85 ps
NAND-n196: 1098.75 ps
INP-n197: 2146.27 ps
NAND-n198: 1095.52 ps
INP-n199: 2140.68 ps
NAND-n200: 1081.80 ps
INP-n201: 2188.44 ps
NAND-n202: 1056.32 ps
INP-n203: 2062.13 ps
NAND-n204: 1010.62 ps
INP-n205: 2190.20 ps
NAND-n206: 996.90 ps
INP-n207: 2270.30 ps
NAND-n208: 1014.13 ps
INP-n209: 2294.60 ps
NAND-n210: 976.92 ps
INP-n211: 2319.78 ps
NAND-n212: 931.56 ps
INP-n213: 2235.34 ps
NAND-n214: 885.87 ps
INP-n215: 2326.95 ps
NAND-n216: 872.15 ps
INP-n217: 2401.78 ps
NAND-n218: 863.71 ps
INP-n219: 2518.85 ps
NAND-n220: 846.17 ps
INP-n221: 2452.89 ps
NAND-n222: 781.54 ps
INP-n223: 2558.22 ps
NAND-n224: 741.85 ps
INP-n225: 2532.81 ps
NAND-n226: 696.49 ps
INP-n227: 2468.77 ps
NAND-n228: 650.79 ps
INP-n229: 2569.34 ps
NAND-n230: 637.07 ps
INP-n231: 2674.59 ps
NAND-n232: 656.78 ps
INP-n233: 2648.00 ps
NAND-n234: 617.09 ps
INP-n235: 2666.31 ps
NAND-n236: 559.87 ps
INP-n237: 2638.00 ps
NAND-n238: 546.15 ps
INP-n239: 2688.08 ps
NAND-n240: 526.61 ps
INP-n241: 2843.10 ps
NAND-n242: 554.83 ps
INP-n243: 2532.79 ps
NAND-n244: 633.93 ps
INP-n245: 2520.27 ps
NAND-n246: 613.23 ps
INP-n247: 2121.44 ps
NAND-n248: 1406.37 ps
INP-n249: 2111.01 ps
NAND-n250: 1339.22 ps
INP-n251: 2008.86 ps
NAND-n252: 1271.64 ps
INP-n253: 1965.14 ps
NAND-n254: 1185.00 ps
INP-n255: 2122.38 ps
NAND-n256: 1158.17 ps
INP-n257: 1993.32 ps
NAND-n258: 1112.48 ps
INP-n259: 2053.85 ps
NAND-n260: 1098.75 ps
INP-n261: 2146.27 ps
NAND-n262: 1095.52 ps
INP-n263: 2140.68 ps
NAND-n264: 1081.80 ps
INP-n265: 2188.44 ps
NAND-n266: 1056.32 ps
INP-n267: 2062.13 ps
NAND-n268: 1010.62 ps
INP-n269: 2190.20 ps
NAND-n270: 996.90 ps
INP-n271: 2270.30 ps
NAND-n272: 1014.13 ps
INP-n273: 2294.60 ps
NAND-n274: 976.92 ps
INP-n275: 2319.78 ps
NAND-n276: 931.56 ps
INP-n277: 2235.34 ps
NAND-n278: 885.87 ps
INP-n279: 2326.95 ps
NAND-n280: 872.15 ps
INP-n281: 2401.78 ps
NAND-n282: 863.71 ps
INP-n283: 2518.85 ps
NAND-n284: 846.17 ps
INP-n285: 2452.89 ps
NAND-n286: 781.54 ps
INP-n287: 2558.22 ps
NAND-n288: 741.85 ps
INP-n289: 2532.81 ps
NAND-n290: 696.49 ps
INP-n291: 2468.77 ps
NAND-n292: 650.79 ps
INP-n293: 2569.34 ps
NAND-n294: 637.07 ps
INP-n295: 2674.59 ps
NAND-n296: 656.78 ps
INP-n297: 2648.00 ps
NAND-n298: 617.09 ps
INP-n299: 2666.31 ps
NAND-n300: 559.87 ps
INP-n301: 2638.00 ps
NAND-n302: 546.15 ps
INP-n303: 2688.08 ps
NAND-n304: 526.61 ps
INP-n305: 2843.10 ps
NAND-n306: 554.83 ps
INP-n307: 2532.79 ps
NAND-n308: 633.93 ps
INP-n309: 2520.27 ps
NAND-n310: 613.23 ps
INP-n311: 2121.44 ps
NAND-n312: 1408.18 ps
INP-n313: 2111.01 ps
NAND-n314: 1316.66 ps
INP-n315: 2008.86 ps
NAND-n316: 1249.08 ps
INP-n317: 1965.14 ps
NAND-n318: 1162.44 ps
INP-n319: 2122.38 ps
NAND-n320: 1135.61 ps
INP-n321: 1993.32 ps
NAND-n322: 1116.77 ps
INP-n323: 2053.85 ps
NAND-n324: 1103.04 ps
INP-n325: 2146.27 ps
NAND-n326: 1099.81 ps
INP-n327: 2140.68 ps
NAND-n328: 1086.09 ps
INP-n329: 2188.44 ps
NAND-n330: 1033.98 ps
INP-n331: 2062.13 ps
NAND-n332: 988.28 ps
INP-n333: 2190.20 ps
NAND-n334: 1001.19 ps
INP-n335: 2270.30 ps
NAND-n336: 1020.90 ps
INP-n337: 2294.60 ps
NAND-n338: 981.21 ps
INP-n339: 2319.78 ps
NAND-n340: 935.85 ps
INP-n341: 2235.34 ps
NAND-n342: 863.53 ps
INP-n343: 2326.95 ps
NAND-n344: 849.80 ps
INP-n345: 2401.78 ps
NAND-n346: 896.14 ps
INP-n347: 2518.85 ps
NAND-n348: 850.46 ps
INP-n349: 2452.89 ps
NAND-n350: 759.20 ps
INP-n351: 2558.22 ps
NAND-n352: 719.51 ps
INP-n353: 2532.81 ps
NAND-n354: 674.15 ps
INP-n355: 2468.77 ps
NAND-n356: 628.45 ps
INP-n357: 2569.34 ps
NAND-n358: 614.73 ps
INP-n359: 2674.59 ps
NAND-n360: 634.44 ps
INP-n361: 2648.00 ps
NAND-n362: 594.75 ps
INP-n363: 2666.31 ps
NAND-n364: 537.53 ps
INP-n365: 2638.00 ps
NAND-n366: 523.81 ps
INP-n367: 2688.08 ps
NAND-n368: 504.27 ps
INP-n369: 2843.10 ps
NAND-n370: 531.99 ps
INP-n371: 2532.79 ps
NAND-n372: 667.34 ps
INP-n373: 2520.27 ps
NAND-n374: 646.64 ps
INP-n375: 329.49 ps
NAND-n376: 2714.88 ps
INP-n377: 3334.90 ps
NAND-n378: 2714.88 ps
INP-n379: 3237.21 ps
NAND-n380: 2714.88 ps
INP-n381: 3197.52 ps
NAND-n382: 2714.88 ps
INP-n383: 3177.29 ps
NAND-n384: 2714.88 ps
INP-n385: 3104.95 ps
NAND-n386: 2714.88 ps
INP-n387: 3022.71 ps
NAND-n388: 2714.88 ps
INP-n389: 2911.13 ps
NAND-n390: 2714.88 ps
INP-n391: 2871.44 ps
NAND-n392: 2714.88 ps
INP-n393: 2851.21 ps
NAND-n394: 2714.88 ps
INP-n395: 2749.53 ps
NAND-n396: 2714.88 ps
INP-n397: 2729.30 ps
NAND-n398: 2714.88 ps
INP-n399: 2627.62 ps
NAND-n400: 2714.88 ps
INP-n401: 2587.93 ps
NAND-n402: 2714.88 ps
INP-n403: 2567.70 ps
NAND-n404: 2714.88 ps
INP-n405: 2466.02 ps
NAND-n406: 1366.74 ps
INP-n407: 2445.79 ps
NAND-n408: 2714.88 ps
INP-n409: 2344.77 ps
NAND-n410: 1366.74 ps
INP-n411: 2303.04 ps
NAND-n412: 2714.88 ps
INP-n413: 2282.02 ps
NAND-n414: 2714.88 ps
INP-n415: 1868.76 ps
NAND-n416: 2558.87 ps
INP-n417: 1874.52 ps
NAND-n418: 2558.87 ps
INP-n419: 1860.56 ps
NAND-n420: 2558.87 ps
INP-n421: 1871.19 ps
NAND-n422: 2516.29 ps
INP-n423: 1875.45 ps
NAND-n424: 2558.87 ps
INP-n425: 1883.33 ps
NAND-n426: 2516.29 ps
INP-n427: 1916.40 ps
NAND-n428: 2558.87 ps
INP-n429: 1900.69 ps
NAND-n430: 2558.87 ps
INP-n431: 1905.21 ps
NAND-n432: 2558.87 ps
INP-n433: 1938.28 ps
NAND-n434: 2558.87 ps
INP-n435: 1971.36 ps
NAND-n436: 2494.88 ps
INP-n437: 1928.50 ps
NAND-n438: 2558.87 ps
INP-n439: 1933.25 ps
NAND-n440: 2558.87 ps
INP-n441: 1966.33 ps
NAND-n442: 2558.87 ps
INP-n443: 1999.40 ps
NAND-n444: 2558.87 ps
INP-n445: 2032.48 ps
NAND-n446: 2509.89 ps
INP-n447: 2106.68 ps
NAND-n448: 2538.44 ps
INP-n449: 2146.39 ps
NAND-n450: 2507.96 ps
INP-n451: 2186.08 ps
NAND-n452: 2506.99 ps
INP-n453: 2225.77 ps
NAND-n454: 2426.99 ps
INP-n455: 2265.47 ps
NAND-n456: 2432.69 ps
INP-n457: 2305.16 ps
NAND-n458: 2337.93 ps
INP-n459: 2344.85 ps
NAND-n460: 2249.84 ps
INP-n461: 2384.54 ps
NAND-n462: 2285.06 ps
INP-n463: 2424.24 ps
NAND-n464: 2284.09 ps
INP-n465: 2463.93 ps
NAND-n466: 2204.09 ps
INP-n467: 2503.62 ps
NAND-n468: 2158.85 ps
INP-n469: 2524.62 ps
NAND-n470: 2096.95 ps
INP-n471: 2583.01 ps
NAND-n472: 2060.09 ps
INP-n473: 2614.33 ps
NAND-n474: 2246.15 ps
INP-n475: 2605.64 ps
NAND-n476: 2558.87 ps
INP-n477: 2578.85 ps
NAND-n478: 2558.87 ps
INP-n479: 2478.38 ps
NAND-n480: 567.97 ps
INP-n481: 2162.01 ps
NAND-n482: 795.58 ps
INP-n483: 2570.67 ps
NAND-n484: 462.05 ps
INP-n485: 1827.66 ps
NAND-n486: 1064.19 ps
INP-n487: 2273.46 ps
NAND-n488: 710.52 ps
INP-n489: 2009.92 ps
NAND-n490: 1318.90 ps
INP-n491: 2013.41 ps
NAND-n492: 874.98 ps
INP-n493: 2422.07 ps
NAND-n494: 625.46 ps
INP-n495: 2087.71 ps
NAND-n496: 802.04 ps
INP-n497: 2347.76 ps
NAND-n498: 619.46 ps
INP-n499: 2122.51 ps
NAND-n500: 1397.58 ps
INP-n501: 1939.11 ps
NAND-n502: 984.96 ps
INP-n503: 1753.60 ps
NAND-n504: 1179.64 ps
INP-n505: 2496.37 ps
NAND-n506: 535.08 ps
INP-n507: 2236.31 ps
NAND-n508: 716.82 ps
INP-n509: 1790.51 ps
NAND-n510: 1115.72 ps
INP-n511: 2199.16 ps
NAND-n512: 744.06 ps
INP-n513: 2533.52 ps
NAND-n514: 489.29 ps
INP-n515: 2050.56 ps
NAND-n516: 829.28 ps
INP-n517: 2384.91 ps
NAND-n518: 592.22 ps
INP-n519: 2112.08 ps
NAND-n520: 1366.13 ps
INP-n521: 1901.96 ps
NAND-n522: 1030.65 ps
INP-n523: 2650.40 ps
NAND-n524: 512.39 ps
INP-n525: 2310.61 ps
NAND-n526: 665.16 ps
INP-n527: 1753.60 ps
NAND-n528: 1193.72 ps
INP-n529: 1976.26 ps
NAND-n530: 920.34 ps
INP-n531: 2459.22 ps
NAND-n532: 585.76 ps
INP-n533: 2124.86 ps
NAND-n534: 835.27 ps
INP-n535: 2599.94 ps
NAND-n536: 495.07 ps
INP-n537: 1864.81 ps
NAND-n538: 1036.96 ps
INP-n539: -25.01 ps
NOT-n540: 3066.15 ps
INP-n541: 321.98 ps
NAND-n542: 2714.88 ps
INP-n543: 3460.34 ps
NOT-n544: 2510.65 ps
INP-n545: 1553.73 ps
NAND-n546: 1802.16 ps
INP-n547: 1546.30 ps
NAND-n548: 1746.58 ps
INP-n549: 1553.73 ps
NAND-n550: 1753.67 ps
INP-n551: 1546.30 ps
NAND-n552: 1711.37 ps
INP-n553: 1546.30 ps
NAND-n554: 1717.87 ps
INP-n555: 1546.30 ps
NAND-n556: 1678.54 ps
INP-n557: 1546.30 ps
NAND-n558: 1678.54 ps
INP-n559: 1571.22 ps
NAND-n560: 1656.28 ps
INP-n561: 1571.22 ps
NAND-n562: 1622.26 ps
INP-n563: 1571.22 ps
NAND-n564: 1622.26 ps
INP-n565: 1546.30 ps
NAND-n566: 1622.26 ps
INP-n567: 1546.30 ps
NAND-n568: 1594.82 ps
INP-n569: 1546.30 ps
NAND-n570: 1560.68 ps
INP-n571: 1546.30 ps
NAND-n572: 1560.68 ps
INP-n573: 1553.73 ps
NAND-n574: 1560.68 ps
INP-n575: 1553.73 ps
NAND-n576: 1560.68 ps
INP-n577: 1553.73 ps
NAND-n578: 1554.81 ps
INP-n579: 1546.30 ps
NAND-n580: 1515.12 ps
INP-n581: 1546.30 ps
NAND-n582: 1475.43 ps
INP-n583: 1546.30 ps
NAND-n584: 1435.74 ps
INP-n585: 1571.22 ps
NAND-n586: 1396.04 ps
INP-n587: 1571.22 ps
NAND-n588: 1356.35 ps
INP-n589: 1546.30 ps
NAND-n590: 1316.66 ps
INP-n591: 1546.30 ps
NAND-n592: 1276.96 ps
INP-n593: 1546.30 ps
NAND-n594: 1237.27 ps
INP-n595: 1546.30 ps
NAND-n596: 1197.58 ps
INP-n597: 1553.73 ps
NAND-n598: 1157.89 ps
INP-n599: 1553.73 ps
NAND-n600: 1118.19 ps
INP-n601: 1553.73 ps
NAND-n602: 1078.50 ps
INP-n603: 1553.73 ps
NAND-n604: 1038.81 ps
INP-n605: 1688.56 ps
NAND-n606: 987.61 ps
INP-n607: 1569.35 ps
NAND-n608: 977.83 ps
INP-n609: 2788.44 ps
NAND-n610: 2657.60 ps
INP-n611: 2801.85 ps
NAND-n612: 2657.60 ps
INP-n613: 2695.47 ps
AND-n614: 2684.12 ps
INP-n615: 2695.47 ps
AND-n616: 2684.12 ps
INP-n617: 2695.47 ps
AND-n618: 2684.12 ps
INP-n619: 2695.47 ps
AND-n620: 2684.12 ps
INP-n621: 2695.47 ps
AND-n622: 2684.12 ps
INP-n623: 2734.68 ps
AND-n624: 2684.12 ps
INP-n625: 2734.68 ps
AND-n626: 2684.12 ps
INP-n627: 2734.68 ps
AND-n628: 2684.12 ps
INP-n629: 2695.47 ps
AND-n630: 2684.12 ps
INP-n631: 2695.47 ps
AND-n632: 2684.12 ps
INP-n633: 2695.47 ps
AND-n634: 2684.12 ps
INP-n635: 2695.47 ps
AND-n636: 2684.12 ps
INP-n637: 2695.47 ps
AND-n638: 2684.12 ps
INP-n639: 2695.47 ps
AND-n640: 2684.12 ps
INP-n641: 2695.47 ps
AND-n642: 2684.12 ps
INP-n643: 2695.47 ps
AND-n644: 2684.12 ps
INP-n645: 2695.47 ps
AND-n646: 2684.12 ps
INP-n647: 2695.47 ps
AND-n648: 2684.12 ps
INP-n649: 2695.47 ps
AND-n650: 2684.12 ps
INP-n651: 2695.47 ps
AND-n652: 2684.12 ps
INP-n653: 2734.68 ps
AND-n654: 2684.12 ps
INP-n655: 2734.68 ps
AND-n656: 2684.12 ps
INP-n657: 2734.68 ps
AND-n658: 2684.12 ps
INP-n659: 2695.47 ps
AND-n660: 2684.12 ps
INP-n661: 2695.47 ps
AND-n662: 2684.12 ps
INP-n663: 2695.47 ps
AND-n664: 2684.12 ps
INP-n665: 2695.47 ps
AND-n666: 2684.12 ps
INP-n667: 2695.47 ps
AND-n668: 2684.12 ps
INP-n669: 2695.47 ps
AND-n670: 2684.12 ps
INP-n671: 2695.47 ps
AND-n672: 2684.12 ps
INP-n673: 2173.84 ps
NAND-n674: 1388.56 ps
INP-n675: 2183.88 ps
NAND-n676: 1329.16 ps
INP-n677: 2031.14 ps
NAND-n678: 1265.24 ps
INP-n679: 1982.64 ps
NAND-n680: 1184.70 ps
INP-n681: 2105.52 ps
NAND-n682: 1157.87 ps
INP-n683: 2026.20 ps
NAND-n684: 1112.18 ps
INP-n685: 2095.45 ps
NAND-n686: 1098.46 ps
INP-n687: 2154.46 ps
NAND-n688: 1095.22 ps
INP-n689: 2149.31 ps
NAND-n690: 1081.50 ps
INP-n691: 2196.07 ps
NAND-n692: 1056.02 ps
INP-n693: 2096.56 ps
NAND-n694: 1010.33 ps
INP-n695: 2231.59 ps
NAND-n696: 996.61 ps
INP-n697: 2278.28 ps
NAND-n698: 1013.83 ps
INP-n699: 2302.57 ps
NAND-n700: 976.62 ps
INP-n701: 2328.41 ps
NAND-n702: 931.27 ps
INP-n703: 2217.24 ps
NAND-n704: 885.57 ps
INP-n705: 2278.09 ps
NAND-n706: 871.85 ps
INP-n707: 2409.75 ps
NAND-n708: 863.42 ps
INP-n709: 2499.08 ps
NAND-n710: 845.88 ps
INP-n711: 2422.88 ps
NAND-n712: 781.24 ps
INP-n713: 2454.65 ps
NAND-n714: 741.55 ps
INP-n715: 2395.28 ps
NAND-n716: 696.19 ps
INP-n717: 2335.05 ps
NAND-n718: 650.50 ps
INP-n719: 2401.43 ps
NAND-n720: 636.78 ps
INP-n721: 2434.35 ps
NAND-n722: 656.49 ps
INP-n723: 2418.05 ps
NAND-n724: 616.80 ps
INP-n725: 2451.15 ps
NAND-n726: 565.28 ps
INP-n727: 2449.75 ps
NAND-n728: 551.56 ps
INP-n729: 2511.53 ps
NAND-n730: 525.74 ps
INP-n731: 2646.93 ps
NAND-n732: 512.02 ps
INP-n733: 2501.37 ps
NAND-n734: 633.63 ps
INP-n735: 2488.82 ps
NAND-n736: 612.93 ps
INP-n737: 2173.84 ps
NAND-n738: 1388.56 ps
INP-n739: 2183.88 ps
NAND-n740: 1329.16 ps
INP-n741: 2031.14 ps
NAND-n742: 1265.24 ps
INP-n743: 1982.64 ps
NAND-n744: 1184.70 ps
INP-n745: 2105.52 ps
NAND-n746: 1157.87 ps
INP-n747: 2026.20 ps
NAND-n748: 1112.18 ps
INP-n749: 2095.45 ps
NAND-n750: 1098.46 ps
INP-n751: 2154.46 ps
NAND-n752: 1095.22 ps
INP-n753: 2149.31 ps
NAND-n754: 1081.50 ps
INP-n755: 2196.07 ps
NAND-n756: 1056.02 ps
INP-n757: 2096.56 ps
NAND-n758: 1010.33 ps
INP-n759: 2231.59 ps
NAND-n760: 996.61 ps
INP-n761: 2278.28 ps
NAND-n762: 1013.83 ps
INP-n763: 2302.57 ps
NAND-n764: 976.62 ps
INP-n765: 2328.41 ps
NAND-n766: 931.27 ps
INP-n767: 2217.24 ps
NAND-n768: 885.57 ps
INP-n769: 2278.09 ps
NAND-n770: 871.85 ps
INP-n771: 2409.75 ps
NAND-n772: 863.42 ps
INP-n773: 2499.08 ps
NAND-n774: 845.88 ps
INP-n775: 2422.88 ps
NAND-n776: 781.24 ps
INP-n777: 2454.65 ps
NAND-n778: 741.55 ps
INP-n779: 2395.28 ps
NAND-n780: 696.19 ps
INP-n781: 2335.05 ps
NAND-n782: 650.50 ps
INP-n783: 2401.43 ps
NAND-n784: 636.78 ps
INP-n785: 2434.35 ps
NAND-n786: 656.49 ps
INP-n787: 2418.05 ps
NAND-n788: 616.80 ps
INP-n789: 2451.15 ps
NAND-n790: 565.28 ps
INP-n791: 2449.75 ps
NAND-n792: 551.56 ps
INP-n793: 2511.53 ps
NAND-n794: 525.74 ps
INP-n795: 2646.93 ps
NAND-n796: 512.02 ps
INP-n797: 2501.37 ps
NAND-n798: 633.63 ps
INP-n799: 2488.82 ps
NAND-n800: 612.93 ps
INP-n801: 2173.84 ps
NAND-n802: 1388.69 ps
INP-n803: 2183.88 ps
NAND-n804: 1306.60 ps
INP-n805: 2031.14 ps
NAND-n806: 1242.68 ps
INP-n807: 1982.64 ps
NAND-n808: 1162.14 ps
INP-n809: 2105.52 ps
NAND-n810: 1135.31 ps
INP-n811: 2026.20 ps
NAND-n812: 1089.62 ps
INP-n813: 2095.45 ps
NAND-n814: 1075.90 ps
INP-n815: 2154.46 ps
NAND-n816: 1072.66 ps
INP-n817: 2149.31 ps
NAND-n818: 1058.94 ps
INP-n819: 2196.07 ps
NAND-n820: 1033.46 ps
INP-n821: 2096.56 ps
NAND-n822: 1014.62 ps
INP-n823: 2231.59 ps
NAND-n824: 1000.89 ps
INP-n825: 2278.28 ps
NAND-n826: 1020.60 ps
INP-n827: 2302.57 ps
NAND-n828: 980.91 ps
INP-n829: 2328.41 ps
NAND-n830: 935.56 ps
INP-n831: 2217.24 ps
NAND-n832: 889.86 ps
INP-n833: 2278.09 ps
NAND-n834: 849.51 ps
INP-n835: 2409.75 ps
NAND-n836: 869.22 ps
INP-n837: 2499.08 ps
NAND-n838: 823.54 ps
INP-n839: 2422.88 ps
NAND-n840: 758.90 ps
INP-n841: 2454.65 ps
NAND-n842: 719.21 ps
INP-n843: 2395.28 ps
NAND-n844: 673.85 ps
INP-n845: 2335.05 ps
NAND-n846: 628.16 ps
INP-n847: 2401.43 ps
NAND-n848: 614.44 ps
INP-n849: 2434.35 ps
NAND-n850: 634.15 ps
INP-n851: 2418.05 ps
NAND-n852: 594.46 ps
INP-n853: 2451.15 ps
NAND-n854: 542.94 ps
INP-n855: 2449.75 ps
NAND-n856: 529.22 ps
INP-n857: 2511.53 ps
NAND-n858: 503.40 ps
INP-n859: 2646.93 ps
NAND-n860: 489.68 ps
INP-n861: 2501.37 ps
NAND-n862: 667.04 ps
INP-n863: 2488.82 ps
NAND-n864: 646.34 ps
INP-n865: 329.49 ps
NAND-n866: 2386.73 ps
INP-n867: 3418.64 ps
NAND-n868: 2386.73 ps
INP-n869: 3345.04 ps
NAND-n870: 2386.73 ps
INP-n871: 3305.35 ps
NAND-n872: 2386.73 ps
INP-n873: 3251.51 ps
NAND-n874: 2386.73 ps
INP-n875: 3169.28 ps
NAND-n876: 2386.73 ps
INP-n877: 3087.04 ps
NAND-n878: 2386.73 ps
INP-n879: 3018.97 ps
NAND-n880: 2386.73 ps
INP-n881: 2979.28 ps
NAND-n882: 2386.73 ps
INP-n883: 2925.44 ps
NAND-n884: 2386.73 ps
INP-n885: 2857.37 ps
NAND-n886: 2386.73 ps
INP-n887: 2803.53 ps
NAND-n888: 2345.98 ps
INP-n889: 2735.45 ps
NAND-n890: 2345.98 ps
INP-n891: 2695.76 ps
NAND-n892: 2345.98 ps
INP-n893: 2641.92 ps
NAND-n894: 2345.98 ps
INP-n895: 2573.85 ps
NAND-n896: 2345.98 ps
INP-n897: 2520.01 ps
NAND-n898: 2345.98 ps
INP-n899: 2452.60 ps
NAND-n900: 2345.98 ps
INP-n901: 2435.38 ps
NAND-n902: 2345.98 ps
INP-n903: 2380.47 ps
NAND-n904: 2345.98 ps
INP-n905: 1852.65 ps
NAND-n906: 2386.73 ps
INP-n907: 1859.44 ps
NAND-n908: 2386.73 ps
INP-n909: 1848.10 ps
NAND-n910: 2386.73 ps
INP-n911: 1858.73 ps
NAND-n912: 2386.73 ps
INP-n913: 1862.99 ps
NAND-n914: 2386.73 ps
